LAT,LON,T2M_MIN,DATE
-40,144.375,10.73,2006-07-12
-40,145,10.78,2006-07-12
-40,145.625,10.49,2006-07-12
-39.5,143.125,11.16,2006-07-12
-39.5,143.75,10.88,2006-07-12
-39.5,144.375,10.81,2006-07-12
-39.5,145,10.77,2006-07-12
-39.5,145.625,10.8,2006-07-12
-39,143.125,10.86,2006-07-12
-39,143.75,10.35,2006-07-12
-39,144.375,10.93,2006-07-12
-39,145,10.95,2006-07-12
-39,145.625,10.85,2006-07-12
-38.5,143.125,8.03,2006-07-12
-38.5,143.75,7.3,2006-07-12
-38.5,144.375,10.07,2006-07-12
-38.5,145,10.63,2006-07-12
-38.5,145.625,9.17,2006-07-12
-38,143.125,3.71,2006-07-12
-38,143.75,3.53,2006-07-12
-38,144.375,6.71,2006-07-12
-38,145,7.42,2006-07-12
-38,145.625,5.79,2006-07-12
-40,143.125,10.45,2006-07-13
-40,143.75,10.33,2006-07-13
-40,144.375,10.79,2006-07-13
-40,145,11.16,2006-07-13
-40,145.625,11.1,2006-07-13
-39.5,143.125,11.02,2006-07-13
-39.5,143.75,10.78,2006-07-13
-39.5,144.375,11.16,2006-07-13
-39.5,145,11.3,2006-07-13
-39.5,145.625,11,2006-07-13
-39,143.125,11.05,2006-07-13
-39,143.75,10.61,2006-07-13
-39,144.375,11.43,2006-07-13
-39,145,11.07,2006-07-13
-39,145.625,10.12,2006-07-13
-38.5,143.125,6.8,2006-07-13
-38.5,143.75,6.6,2006-07-13
-38.5,144.375,8.61,2006-07-13
-38.5,145,8.19,2006-07-13
-38.5,145.625,5.6,2006-07-13
-38,143.125,3.76,2006-07-13
-38,143.75,3.35,2006-07-13
-38,144.375,4.29,2006-07-13
-38,145,3.92,2006-07-13
-38,145.625,3.03,2006-07-13
-40,143.125,11.78,2006-07-14
-40,143.75,11.7,2006-07-14
-40,144.375,11.92,2006-07-14
-40,145,12.02,2006-07-14
-40,145.625,11.92,2006-07-14
-39.5,143.125,11.89,2006-07-14
-39.5,143.75,11.72,2006-07-14
-39.5,144.375,11.86,2006-07-14
-39.5,145,11.71,2006-07-14
-39.5,145.625,11.73,2006-07-14
-39,143.125,11.06,2006-07-14
-39,143.75,10.88,2006-07-14
-39,144.375,11.38,2006-07-14
-39,145,11.17,2006-07-14
-39,145.625,10.49,2006-07-14
-38.5,143.125,7.41,2006-07-14
-38.5,143.75,8.58,2006-07-14
-38.5,144.375,10.05,2006-07-14
-38.5,145,9.7,2006-07-14
-38.5,145.625,7.95,2006-07-14
-38,143.125,5.68,2006-07-14
-38,143.75,6.17,2006-07-14
-38,144.375,7.31,2006-07-14
-38,145,7.47,2006-07-14
-38,145.625,6.07,2006-07-14
-40,143.125,12.95,2006-07-15
-40,143.75,12.78,2006-07-15
-40,144.375,12.55,2006-07-15
-40,145,12.47,2006-07-15
-40,145.625,12.29,2006-07-15
-39.5,143.125,12.85,2006-07-15
-39.5,143.75,12.63,2006-07-15
-39.5,144.375,12.76,2006-07-15
-39.5,145,12.43,2006-07-15
-39.5,145.625,12.27,2006-07-15
-39,143.125,12.59,2006-07-15
-39,143.75,12.11,2006-07-15
-39,144.375,12.66,2006-07-15
-39,145,12.39,2006-07-15
-39,145.625,11.91,2006-07-15
-38.5,143.125,10.33,2006-07-15
-38.5,143.75,10.5,2006-07-15
-38.5,144.375,11.82,2006-07-15
-38.5,145,11.46,2006-07-15
-38.5,145.625,9.44,2006-07-15
-38,143.125,9.09,2006-07-15
-38,143.75,9.34,2006-07-15
-38,144.375,9.53,2006-07-15
-38,145,9.05,2006-07-15
-38,145.625,6.4,2006-07-15
-40,143.125,11.28,2006-07-16
-40,143.75,11.42,2006-07-16
-40,144.375,12.18,2006-07-16
-40,145,11.63,2006-07-16
-40,145.625,12.25,2006-07-16
-39.5,143.125,11.85,2006-07-16
-39.5,143.75,12.24,2006-07-16
-39.5,144.375,12.72,2006-07-16
-39.5,145,12.32,2006-07-16
-39.5,145.625,12.55,2006-07-16
-39,143.125,12.67,2006-07-16
-39,143.75,12.62,2006-07-16
-39,144.375,12.91,2006-07-16
-39,145,12.71,2006-07-16
-39,145.625,12.68,2006-07-16
-38.5,143.125,11.46,2006-07-16
-38.5,143.75,11.32,2006-07-16
-38.5,144.375,12.5,2006-07-16
-38.5,145,12.29,2006-07-16
-38.5,145.625,11.18,2006-07-16
-38,143.125,10.47,2006-07-16
-38,143.75,10.71,2006-07-16
-38,144.375,10.99,2006-07-16
-38,145,10.17,2006-07-16
-38,145.625,8.48,2006-07-16
-40,143.125,11.11,2006-07-17
-40,143.75,10.78,2006-07-17
-40,144.375,10.71,2006-07-17
-40,145,10.28,2006-07-17
-40,145.625,10.9,2006-07-17
-39.5,143.125,11.45,2006-07-17
-39.5,143.75,11.08,2006-07-17
-39.5,144.375,11.11,2006-07-17
-39.5,145,10.74,2006-07-17
-39.5,145.625,11.19,2006-07-17
-39,143.125,11.67,2006-07-17
-39,143.75,10.81,2006-07-17
-39,144.375,11.4,2006-07-17
-39,145,11.17,2006-07-17
-39,145.625,11.28,2006-07-17
-38.5,143.125,8.44,2006-07-17
-38.5,143.75,8.56,2006-07-17
-38.5,144.375,10.58,2006-07-17
-38.5,145,10.73,2006-07-17
-38.5,145.625,9.68,2006-07-17
-38,143.125,6.08,2006-07-17
-38,143.75,6.75,2006-07-17
-38,144.375,8.65,2006-07-17
-38,145,8.95,2006-07-17
-38,145.625,7.6,2006-07-17
-40,143.125,10.35,2006-07-18
-40,143.75,10.05,2006-07-18
-40,144.375,9.92,2006-07-18
-40,145,9.99,2006-07-18
-40,145.625,9.64,2006-07-18
-39.5,143.125,10.8,2006-07-18
-39.5,143.75,10.27,2006-07-18
-39.5,144.375,10.4,2006-07-18
-39.5,145,10.31,2006-07-18
-39.5,145.625,10.03,2006-07-18
-39,143.125,10.96,2006-07-18
-39,143.75,10.14,2006-07-18
-39,144.375,10.74,2006-07-18
-39,145,10.47,2006-07-18
-39,145.625,9.76,2006-07-18
-38.5,143.125,6.27,2006-07-18
-38.5,143.75,7.45,2006-07-18
-38.5,144.375,8.71,2006-07-18
-38.5,145,8.22,2006-07-18
-38.5,145.625,6.34,2006-07-18
-38,143.125,4.43,2006-07-18
-38,143.75,2.49,2006-07-18
-38,144.375,4.22,2006-07-18
-38,145,4.18,2006-07-18
-38,145.625,3.29,2006-07-18
-40,143.125,9.87,2006-07-19
-40,143.75,9.23,2006-07-19
-40,144.375,8.82,2006-07-19
-40,145,8.85,2006-07-19
-40,145.625,8.95,2006-07-19
-39.5,143.125,10.16,2006-07-19
-39.5,143.75,9.42,2006-07-19
-39.5,144.375,9.34,2006-07-19
-39.5,145,9.51,2006-07-19
-39.5,145.625,9.59,2006-07-19
-39,143.125,10.28,2006-07-19
-39,143.75,9.26,2006-07-19
-39,144.375,10.09,2006-07-19
-39,145,10.05,2006-07-19
-39,145.625,9.74,2006-07-19
-38.5,143.125,5.69,2006-07-19
-38.5,143.75,6.81,2006-07-19
-38.5,144.375,8.93,2006-07-19
-38.5,145,8.54,2006-07-19
-38.5,145.625,5.55,2006-07-19
-38,143.125,2.97,2006-07-19
-38,143.75,2.53,2006-07-19
-38,144.375,3.57,2006-07-19
-38,145,4.21,2006-07-19
-38,145.625,3.5,2006-07-19
-40,143.125,11.05,2006-07-20
-40,143.75,10.43,2006-07-20
-40,144.375,10.42,2006-07-20
-40,145,10.54,2006-07-20
-40,145.625,10.53,2006-07-20
-39.5,143.125,11.21,2006-07-20
-39.5,143.75,10.61,2006-07-20
-39.5,144.375,10.72,2006-07-20
-39.5,145,10.61,2006-07-20
-39.5,145.625,10.48,2006-07-20
-39,143.125,10.95,2006-07-20
-39,143.75,10.01,2006-07-20
-39,144.375,10.85,2006-07-20
-39,145,10.69,2006-07-20
-39,145.625,10.13,2006-07-20
-38.5,143.125,4.67,2006-07-20
-38.5,143.75,4.89,2006-07-20
-38.5,144.375,7.74,2006-07-20
-38.5,145,7.54,2006-07-20
-38.5,145.625,5.26,2006-07-20
-38,143.125,0.97,2006-07-20
-38,143.75,0.58,2006-07-20
-38,144.375,2.27,2006-07-20
-38,145,2.51,2006-07-20
-38,145.625,2.68,2006-07-20
-40,143.125,12.32,2006-07-21
-40,143.75,11.69,2006-07-21
-40,144.375,11.92,2006-07-21
-40,145,12.25,2006-07-21
-40,145.625,12.37,2006-07-21
-39.5,143.125,12.17,2006-07-21
-39.5,143.75,11.89,2006-07-21
-39.5,144.375,11.77,2006-07-21
-39.5,145,11.95,2006-07-21
-39.5,145.625,12.28,2006-07-21
-39,143.125,11.33,2006-07-21
-39,143.75,10.96,2006-07-21
-39,144.375,11.32,2006-07-21
-39,145,11.01,2006-07-21
-39,145.625,10.43,2006-07-21
-38.5,143.125,6.53,2006-07-21
-38.5,143.75,6.42,2006-07-21
-38.5,144.375,9.43,2006-07-21
-38.5,145,9.12,2006-07-21
-38.5,145.625,6.14,2006-07-21
-38,143.125,4.57,2006-07-21
-38,143.75,3.41,2006-07-21
-38,144.375,4.81,2006-07-21
-38,145,4.83,2006-07-21
-38,145.625,4.21,2006-07-21
-40,143.125,11.88,2006-07-22
-40,143.75,11.37,2006-07-22
-40,144.375,11.45,2006-07-22
-40,145,11.69,2006-07-22
-40,145.625,12.18,2006-07-22
-39.5,143.125,12.28,2006-07-22
-39.5,143.75,11.78,2006-07-22
-39.5,144.375,11.61,2006-07-22
-39.5,145,11.43,2006-07-22
-39.5,145.625,11.43,2006-07-22
-39,143.125,11.53,2006-07-22
-39,143.75,10.5,2006-07-22
-39,144.375,11.59,2006-07-22
-39,145,11.28,2006-07-22
-39,145.625,10.51,2006-07-22
-38.5,143.125,6.35,2006-07-22
-38.5,143.75,6.55,2006-07-22
-38.5,144.375,8.96,2006-07-22
-38.5,145,9.64,2006-07-22
-38.5,145.625,7.78,2006-07-22
-38,143.125,4.6,2006-07-22
-38,143.75,4.55,2006-07-22
-38,144.375,5.84,2006-07-22
-38,145,6.11,2006-07-22
-38,145.625,6.52,2006-07-22
-40,143.125,11.32,2006-07-23
-40,143.75,10.88,2006-07-23
-40,144.375,11.03,2006-07-23
-40,145,11.54,2006-07-23
-40,145.625,11.66,2006-07-23
-39.5,143.125,11.61,2006-07-23
-39.5,143.75,11,2006-07-23
-39.5,144.375,11.45,2006-07-23
-39.5,145,11.81,2006-07-23
-39.5,145.625,11.53,2006-07-23
-39,143.125,11.1,2006-07-23
-39,143.75,10.2,2006-07-23
-39,144.375,11.31,2006-07-23
-39,145,11.91,2006-07-23
-39,145.625,11.22,2006-07-23
-38.5,143.125,7.77,2006-07-23
-38.5,143.75,7.56,2006-07-23
-38.5,144.375,10.45,2006-07-23
-38.5,145,11.33,2006-07-23
-38.5,145.625,7.98,2006-07-23
-38,143.125,5.22,2006-07-23
-38,143.75,4.62,2006-07-23
-38,144.375,6.48,2006-07-23
-38,145,8.32,2006-07-23
-38,145.625,5.74,2006-07-23
-40,143.125,11.4,2006-07-24
-40,143.75,11.36,2006-07-24
-40,144.375,11.45,2006-07-24
-40,145,11.63,2006-07-24
-40,145.625,12.22,2006-07-24
-39.5,143.125,11.6,2006-07-24
-39.5,143.75,11.56,2006-07-24
-39.5,144.375,11.76,2006-07-24
-39.5,145,11.87,2006-07-24
-39.5,145.625,12.25,2006-07-24
-39,143.125,11.18,2006-07-24
-39,143.75,10.6,2006-07-24
-39,144.375,11.42,2006-07-24
-39,145,11.91,2006-07-24
-39,145.625,11.69,2006-07-24
-38.5,143.125,6.33,2006-07-24
-38.5,143.75,8.04,2006-07-24
-38.5,144.375,9.87,2006-07-24
-38.5,145,9.97,2006-07-24
-38.5,145.625,8.42,2006-07-24
-38,143.125,5.28,2006-07-24
-38,143.75,5.16,2006-07-24
-38,144.375,5.93,2006-07-24
-38,145,6.3,2006-07-24
-38,145.625,6.23,2006-07-24
-40,143.125,12.7,2006-07-25
-40,143.75,12.13,2006-07-25
-40,144.375,12.08,2006-07-25
-40,145,12.05,2006-07-25
-40,145.625,12.25,2006-07-25
-39.5,143.125,12.67,2006-07-25
-39.5,143.75,12.29,2006-07-25
-39.5,144.375,12.45,2006-07-25
-39.5,145,12.38,2006-07-25
-39.5,145.625,12.61,2006-07-25
-39,143.125,11.74,2006-07-25
-39,143.75,12.02,2006-07-25
-39,144.375,12.52,2006-07-25
-39,145,12.67,2006-07-25
-39,145.625,12.51,2006-07-25
-38.5,143.125,7.96,2006-07-25
-38.5,143.75,9.46,2006-07-25
-38.5,144.375,10.88,2006-07-25
-38.5,145,11.21,2006-07-25
-38.5,145.625,9.67,2006-07-25
-38,143.125,6.01,2006-07-25
-38,143.75,6.58,2006-07-25
-38,144.375,7.7,2006-07-25
-38,145,8.23,2006-07-25
-38,145.625,6.11,2006-07-25
-40,143.125,11.64,2006-07-26
-40,143.75,11.37,2006-07-26
-40,144.375,11.86,2006-07-26
-40,145,11.8,2006-07-26
-40,145.625,11.8,2006-07-26
-39.5,143.125,11.99,2006-07-26
-39.5,143.75,11.52,2006-07-26
-39.5,144.375,11.86,2006-07-26
-39.5,145,11.87,2006-07-26
-39.5,145.625,12.04,2006-07-26
-39,143.125,11.82,2006-07-26
-39,143.75,10.91,2006-07-26
-39,144.375,11.96,2006-07-26
-39,145,11.97,2006-07-26
-39,145.625,11.62,2006-07-26
-38.5,143.125,6.14,2006-07-26
-38.5,143.75,7.31,2006-07-26
-38.5,144.375,10.53,2006-07-26
-38.5,145,10.92,2006-07-26
-38.5,145.625,9.21,2006-07-26
-38,143.125,4.02,2006-07-26
-38,143.75,5.18,2006-07-26
-38,144.375,6.66,2006-07-26
-38,145,7.69,2006-07-26
-38,145.625,5.64,2006-07-26
-40,143.125,11.72,2006-07-27
-40,143.75,11.57,2006-07-27
-40,144.375,11.89,2006-07-27
-40,145,12.01,2006-07-27
-40,145.625,12.09,2006-07-27
-39.5,143.125,12.2,2006-07-27
-39.5,143.75,11.97,2006-07-27
-39.5,144.375,12.08,2006-07-27
-39.5,145,12.17,2006-07-27
-39.5,145.625,12.26,2006-07-27
-39,143.125,11.76,2006-07-27
-39,143.75,10.8,2006-07-27
-39,144.375,11.28,2006-07-27
-39,145,11.57,2006-07-27
-39,145.625,11.17,2006-07-27
-38.5,143.125,6.86,2006-07-27
-38.5,143.75,6.54,2006-07-27
-38.5,144.375,8.46,2006-07-27
-38.5,145,9.51,2006-07-27
-38.5,145.625,7.77,2006-07-27
-38,143.125,3.3,2006-07-27
-38,143.75,3.97,2006-07-27
-38,144.375,5.22,2006-07-27
-38,145,5.77,2006-07-27
-38,145.625,5.97,2006-07-27
-40,143.125,12.24,2006-07-28
-40,143.75,12.14,2006-07-28
-40,144.375,12.04,2006-07-28
-40,145,12.05,2006-07-28
-40,145.625,12.07,2006-07-28
-39.5,143.125,12.4,2006-07-28
-39.5,143.75,12.07,2006-07-28
-39.5,144.375,12.03,2006-07-28
-39.5,145,11.96,2006-07-28
-39.5,145.625,12.12,2006-07-28
-39,143.125,11.85,2006-07-28
-39,143.75,11.13,2006-07-28
-39,144.375,11.61,2006-07-28
-39,145,11.71,2006-07-28
-39,145.625,11.05,2006-07-28
-38.5,143.125,9.16,2006-07-28
-38.5,143.75,8.12,2006-07-28
-38.5,144.375,9.63,2006-07-28
-38.5,145,9.99,2006-07-28
-38.5,145.625,7.51,2006-07-28
-38,143.125,6.95,2006-07-28
-38,143.75,6.09,2006-07-28
-38,144.375,6.71,2006-07-28
-38,145,6.93,2006-07-28
-38,145.625,6.19,2006-07-28
-40,143.125,11.38,2006-07-29
-40,143.75,11.18,2006-07-29
-40,144.375,11.29,2006-07-29
-40,145,11.56,2006-07-29
-40,145.625,11.73,2006-07-29
-39.5,143.125,11.67,2006-07-29
-39.5,143.75,11.46,2006-07-29
-39.5,144.375,11.73,2006-07-29
-39.5,145,11.88,2006-07-29
-39.5,145.625,12.19,2006-07-29
-39,143.125,11.45,2006-07-29
-39,143.75,10.7,2006-07-29
-39,144.375,11.44,2006-07-29
-39,145,11.59,2006-07-29
-39,145.625,11.37,2006-07-29
-38.5,143.125,6.93,2006-07-29
-38.5,143.75,7.06,2006-07-29
-38.5,144.375,9.28,2006-07-29
-38.5,145,9.63,2006-07-29
-38.5,145.625,8.94,2006-07-29
-38,143.125,5.24,2006-07-29
-38,143.75,5.36,2006-07-29
-38,144.375,5.86,2006-07-29
-38,145,5.85,2006-07-29
-38,145.625,6.78,2006-07-29
-40,143.125,10.13,2006-07-30
-40,143.75,9.97,2006-07-30
-40,144.375,10.14,2006-07-30
-40,145,10.38,2006-07-30
-40,145.625,10.52,2006-07-30
-39.5,143.125,10.39,2006-07-30
-39.5,143.75,10.13,2006-07-30
-39.5,144.375,10.29,2006-07-30
-39.5,145,10.41,2006-07-30
-39.5,145.625,10.57,2006-07-30
-39,143.125,11.04,2006-07-30
-39,143.75,9.9,2006-07-30
-39,144.375,10.39,2006-07-30
-39,145,10.42,2006-07-30
-39,145.625,10.2,2006-07-30
-38.5,143.125,8.6,2006-07-30
-38.5,143.75,7.81,2006-07-30
-38.5,144.375,9.61,2006-07-30
-38.5,145,9.62,2006-07-30
-38.5,145.625,8.42,2006-07-30
-38,143.125,5.77,2006-07-30
-38,143.75,5.43,2006-07-30
-38,144.375,6.25,2006-07-30
-38,145,7.11,2006-07-30
-38,145.625,6.06,2006-07-30
-40,143.125,10.9,2006-07-31
-40,143.75,10.57,2006-07-31
-40,144.375,10.84,2006-07-31
-40,145,11.3,2006-07-31
-40,145.625,11.14,2006-07-31
-39.5,143.125,10.88,2006-07-31
-39.5,143.75,10.81,2006-07-31
-39.5,144.375,11.07,2006-07-31
-39.5,145,11.45,2006-07-31
-39.5,145.625,11.57,2006-07-31
-39,143.125,10.69,2006-07-31
-39,143.75,10.26,2006-07-31
-39,144.375,11.09,2006-07-31
-39,145,11.45,2006-07-31
-39,145.625,11.36,2006-07-31
-38.5,143.125,7.26,2006-07-31
-38.5,143.75,6.81,2006-07-31
-38.5,144.375,9.38,2006-07-31
-38.5,145,10.01,2006-07-31
-38.5,145.625,8.55,2006-07-31
-38,143.125,5.24,2006-07-31
-38,143.75,5.24,2006-07-31
-38,144.375,6.09,2006-07-31
-38,145,6.93,2006-07-31
-38,145.625,6.65,2006-07-31
-40,143.125,10.42,2006-08-01
-40,143.75,10.15,2006-08-01
-40,144.375,9.95,2006-08-01
-40,145,10.18,2006-08-01
-40,145.625,10.33,2006-08-01
-39.5,143.125,10.51,2006-08-01
-39.5,143.75,10.22,2006-08-01
-39.5,144.375,10.09,2006-08-01
-39.5,145,10.24,2006-08-01
-39.5,145.625,10.45,2006-08-01
-39,143.125,10.65,2006-08-01
-39,143.75,10.08,2006-08-01
-39,144.375,10.33,2006-08-01
-39,145,10.28,2006-08-01
-39,145.625,10.21,2006-08-01
-38.5,143.125,5.94,2006-08-01
-38.5,143.75,6.62,2006-08-01
-38.5,144.375,9.4,2006-08-01
-38.5,145,9.52,2006-08-01
-38.5,145.625,6.65,2006-08-01
-38,143.125,4.48,2006-08-01
-38,143.75,4.69,2006-08-01
-38,144.375,5.88,2006-08-01
-38,145,6.14,2006-08-01
-38,145.625,4.5,2006-08-01
-40,143.125,12.21,2006-08-02
-40,143.75,11.67,2006-08-02
-40,144.375,11.81,2006-08-02
-40,145,11.85,2006-08-02
-40,145.625,11.4,2006-08-02
-39.5,143.125,12.25,2006-08-02
-39.5,143.75,11.95,2006-08-02
-39.5,144.375,12.15,2006-08-02
-39.5,145,12.03,2006-08-02
-39.5,145.625,11.65,2006-08-02
-39,143.125,11.45,2006-08-02
-39,143.75,10.96,2006-08-02
-39,144.375,11.62,2006-08-02
-39,145,11.6,2006-08-02
-39,145.625,10.81,2006-08-02
-38.5,143.125,8.44,2006-08-02
-38.5,143.75,7.97,2006-08-02
-38.5,144.375,10.27,2006-08-02
-38.5,145,10.7,2006-08-02
-38.5,145.625,8.64,2006-08-02
-38,143.125,5.9,2006-08-02
-38,143.75,5.76,2006-08-02
-38,144.375,7.33,2006-08-02
-38,145,7.52,2006-08-02
-38,145.625,6.61,2006-08-02
-40,143.125,11.24,2006-08-03
-40,143.75,10.72,2006-08-03
-40,144.375,10.81,2006-08-03
-40,145,10.58,2006-08-03
-40,145.625,10.1,2006-08-03
-39.5,143.125,11.53,2006-08-03
-39.5,143.75,11.36,2006-08-03
-39.5,144.375,11.42,2006-08-03
-39.5,145,11.11,2006-08-03
-39.5,145.625,10.7,2006-08-03
-39,143.125,12.02,2006-08-03
-39,143.75,11.07,2006-08-03
-39,144.375,11.72,2006-08-03
-39,145,11.61,2006-08-03
-39,145.625,11.11,2006-08-03
-38.5,143.125,8.54,2006-08-03
-38.5,143.75,7.83,2006-08-03
-38.5,144.375,10.04,2006-08-03
-38.5,145,10.51,2006-08-03
-38.5,145.625,8.97,2006-08-03
-38,143.125,6.76,2006-08-03
-38,143.75,5.65,2006-08-03
-38,144.375,7.14,2006-08-03
-38,145,8.17,2006-08-03
-38,145.625,5.47,2006-08-03
-40,143.125,11.34,2006-08-04
-40,143.75,11.39,2006-08-04
-40,144.375,11.7,2006-08-04
-40,145,11.57,2006-08-04
-40,145.625,10.71,2006-08-04
-39.5,143.125,11.49,2006-08-04
-39.5,143.75,11.73,2006-08-04
-39.5,144.375,11.88,2006-08-04
-39.5,145,11.85,2006-08-04
-39.5,145.625,11.09,2006-08-04
-39,143.125,12.12,2006-08-04
-39,143.75,11.31,2006-08-04
-39,144.375,12.13,2006-08-04
-39,145,11.92,2006-08-04
-39,145.625,11.58,2006-08-04
-38.5,143.125,7.8,2006-08-04
-38.5,143.75,8.27,2006-08-04
-38.5,144.375,10.67,2006-08-04
-38.5,145,10.68,2006-08-04
-38.5,145.625,7.65,2006-08-04
-38,143.125,5.97,2006-08-04
-38,143.75,6.8,2006-08-04
-38,144.375,7.92,2006-08-04
-38,145,7.74,2006-08-04
-38,145.625,5.05,2006-08-04
-40,143.125,11.42,2006-08-05
-40,143.75,11.17,2006-08-05
-40,144.375,11.3,2006-08-05
-40,145,10.87,2006-08-05
-40,145.625,10.61,2006-08-05
-39.5,143.125,12.03,2006-08-05
-39.5,143.75,12,2006-08-05
-39.5,144.375,11.92,2006-08-05
-39.5,145,11.65,2006-08-05
-39.5,145.625,11.59,2006-08-05
-39,143.125,12.21,2006-08-05
-39,143.75,11.83,2006-08-05
-39,144.375,12.28,2006-08-05
-39,145,11.9,2006-08-05
-39,145.625,11.38,2006-08-05
-38.5,143.125,8.7,2006-08-05
-38.5,143.75,8.83,2006-08-05
-38.5,144.375,11.06,2006-08-05
-38.5,145,11.58,2006-08-05
-38.5,145.625,9.42,2006-08-05
-38,143.125,6.05,2006-08-05
-38,143.75,6.06,2006-08-05
-38,144.375,8.15,2006-08-05
-38,145,9.21,2006-08-05
-38,145.625,6.75,2006-08-05
-40,143.125,10.58,2006-08-06
-40,143.75,10.4,2006-08-06
-40,144.375,10.78,2006-08-06
-40,145,10.83,2006-08-06
-40,145.625,10.58,2006-08-06
-39.5,143.125,11.03,2006-08-06
-39.5,143.75,10.88,2006-08-06
-39.5,144.375,11.09,2006-08-06
-39.5,145,11,2006-08-06
-39.5,145.625,11.11,2006-08-06
-39,143.125,9.54,2006-08-06
-39,143.75,9.17,2006-08-06
-39,144.375,11.01,2006-08-06
-39,145,11,2006-08-06
-39,145.625,9.19,2006-08-06
-38.5,143.125,4.83,2006-08-06
-38.5,143.75,5.04,2006-08-06
-38.5,144.375,8.04,2006-08-06
-38.5,145,7.89,2006-08-06
-38.5,145.625,6,2006-08-06
-38,143.125,3.45,2006-08-06
-38,143.75,2.67,2006-08-06
-38,144.375,4.03,2006-08-06
-38,145,5.15,2006-08-06
-38,145.625,3.8,2006-08-06
-40,143.125,11.28,2006-08-07
-40,143.75,10.86,2006-08-07
-40,144.375,11.26,2006-08-07
-40,145,11.34,2006-08-07
-40,145.625,11.16,2006-08-07
-39.5,143.125,10.94,2006-08-07
-39.5,143.75,11.01,2006-08-07
-39.5,144.375,11.35,2006-08-07
-39.5,145,11.4,2006-08-07
-39.5,145.625,11.16,2006-08-07
-39,143.125,9.71,2006-08-07
-39,143.75,9.85,2006-08-07
-39,144.375,10.91,2006-08-07
-39,145,11.07,2006-08-07
-39,145.625,9.89,2006-08-07
-38.5,143.125,6.24,2006-08-07
-38.5,143.75,6.22,2006-08-07
-38.5,144.375,8.33,2006-08-07
-38.5,145,8.78,2006-08-07
-38.5,145.625,6,2006-08-07
-38,143.125,3.96,2006-08-07
-38,143.75,4.16,2006-08-07
-38,144.375,5.19,2006-08-07
-38,145,4.38,2006-08-07
-38,145.625,4.61,2006-08-07
-40,143.125,13,2006-08-08
-40,143.75,13.04,2006-08-08
-40,144.375,12.9,2006-08-08
-40,145,12.4,2006-08-08
-40,145.625,12.16,2006-08-08
-39.5,143.125,13,2006-08-08
-39.5,143.75,13,2006-08-08
-39.5,144.375,12.67,2006-08-08
-39.5,145,11.96,2006-08-08
-39.5,145.625,11.83,2006-08-08
-39,143.125,12.72,2006-08-08
-39,143.75,12.62,2006-08-08
-39,144.375,11.81,2006-08-08
-39,145,11.41,2006-08-08
-39,145.625,11.11,2006-08-08
-38.5,143.125,11.31,2006-08-08
-38.5,143.75,10.17,2006-08-08
-38.5,144.375,10.64,2006-08-08
-38.5,145,10.61,2006-08-08
-38.5,145.625,10.12,2006-08-08
-38,143.125,8.15,2006-08-08
-38,143.75,7.53,2006-08-08
-38,144.375,8.07,2006-08-08
-38,145,9.43,2006-08-08
-38,145.625,8.82,2006-08-08
-40,143.125,10.5,2006-08-09
-40,143.75,10.14,2006-08-09
-40,144.375,10.16,2006-08-09
-40,145,10.34,2006-08-09
-40,145.625,10.24,2006-08-09
-39.5,143.125,10.76,2006-08-09
-39.5,143.75,10.46,2006-08-09
-39.5,144.375,10.52,2006-08-09
-39.5,145,10.63,2006-08-09
-39.5,145.625,10.76,2006-08-09
-39,143.125,10.94,2006-08-09
-39,143.75,10.33,2006-08-09
-39,144.375,10.81,2006-08-09
-39,145,10.97,2006-08-09
-39,145.625,10.96,2006-08-09
-38.5,143.125,8.91,2006-08-09
-38.5,143.75,8.31,2006-08-09
-38.5,144.375,10.08,2006-08-09
-38.5,145,10.64,2006-08-09
-38.5,145.625,9.51,2006-08-09
-38,143.125,5.13,2006-08-09
-38,143.75,3.95,2006-08-09
-38,144.375,5.71,2006-08-09
-38,145,7.71,2006-08-09
-38,145.625,5.86,2006-08-09
-40,143.125,12.43,2006-08-10
-40,143.75,12.12,2006-08-10
-40,144.375,12.19,2006-08-10
-40,145,12.28,2006-08-10
-40,145.625,12.1,2006-08-10
-39.5,143.125,12.55,2006-08-10
-39.5,143.75,12.23,2006-08-10
-39.5,144.375,12.33,2006-08-10
-39.5,145,12.15,2006-08-10
-39.5,145.625,12.2,2006-08-10
-39,143.125,12.36,2006-08-10
-39,143.75,11.4,2006-08-10
-39,144.375,12.18,2006-08-10
-39,145,12.23,2006-08-10
-39,145.625,12.23,2006-08-10
-38.5,143.125,8.59,2006-08-10
-38.5,143.75,7.02,2006-08-10
-38.5,144.375,9.59,2006-08-10
-38.5,145,10.56,2006-08-10
-38.5,145.625,9.63,2006-08-10
-38,143.125,3.68,2006-08-10
-38,143.75,3.09,2006-08-10
-38,144.375,4.77,2006-08-10
-38,145,5.39,2006-08-10
-38,145.625,4.43,2006-08-10
-40,143.125,12.42,2006-08-11
-40,143.75,11.9,2006-08-11
-40,144.375,11.83,2006-08-11
-40,145,11.86,2006-08-11
-40,145.625,11.66,2006-08-11
-39.5,143.125,12.71,2006-08-11
-39.5,143.75,12.42,2006-08-11
-39.5,144.375,12.47,2006-08-11
-39.5,145,12.3,2006-08-11
-39.5,145.625,12.14,2006-08-11
-39,143.125,12.38,2006-08-11
-39,143.75,11.77,2006-08-11
