LAT,LON,T2M_MIN,DATE
-40,143.75,14.68,2006-03-27
-40,144.375,15.13,2006-03-27
-40,145,16.34,2006-03-27
-40,145.625,16.54,2006-03-27
-39.5,143.125,15.11,2006-03-27
-39.5,143.75,15.21,2006-03-27
-39.5,144.375,15.75,2006-03-27
-39.5,145,16.85,2006-03-27
-39.5,145.625,16.88,2006-03-27
-39,143.125,15.62,2006-03-27
-39,143.75,15.2,2006-03-27
-39,144.375,16.43,2006-03-27
-39,145,17.01,2006-03-27
-39,145.625,17.07,2006-03-27
-38.5,143.125,12.05,2006-03-27
-38.5,143.75,12.96,2006-03-27
-38.5,144.375,16.05,2006-03-27
-38.5,145,17.26,2006-03-27
-38.5,145.625,15.04,2006-03-27
-38,143.125,10.61,2006-03-27
-38,143.75,11.36,2006-03-27
-38,144.375,14.03,2006-03-27
-38,145,15.02,2006-03-27
-38,145.625,13.37,2006-03-27
-40,143.125,16.65,2006-03-28
-40,143.75,16.62,2006-03-28
-40,144.375,16.56,2006-03-28
-40,145,16.71,2006-03-28
-40,145.625,16.58,2006-03-28
-39.5,143.125,17.1,2006-03-28
-39.5,143.75,17.09,2006-03-28
-39.5,144.375,17.02,2006-03-28
-39.5,145,16.99,2006-03-28
-39.5,145.625,16.9,2006-03-28
-39,143.125,17.04,2006-03-28
-39,143.75,16.72,2006-03-28
-39,144.375,17.33,2006-03-28
-39,145,17.16,2006-03-28
-39,145.625,16.7,2006-03-28
-38.5,143.125,12.99,2006-03-28
-38.5,143.75,13.96,2006-03-28
-38.5,144.375,16.29,2006-03-28
-38.5,145,16.19,2006-03-28
-38.5,145.625,13.92,2006-03-28
-38,143.125,12.03,2006-03-28
-38,143.75,12.32,2006-03-28
-38,144.375,14.56,2006-03-28
-38,145,14.28,2006-03-28
-38,145.625,12.61,2006-03-28
-40,143.125,15.46,2006-03-29
-40,143.75,15.56,2006-03-29
-40,144.375,15.77,2006-03-29
-40,145,16.11,2006-03-29
-40,145.625,16.19,2006-03-29
-39.5,143.125,16.01,2006-03-29
-39.5,143.75,16.07,2006-03-29
-39.5,144.375,16.28,2006-03-29
-39.5,145,16.42,2006-03-29
-39.5,145.625,16.66,2006-03-29
-39,143.125,16.04,2006-03-29
-39,143.75,15.82,2006-03-29
-39,144.375,16.62,2006-03-29
-39,145,16.81,2006-03-29
-39,145.625,16.9,2006-03-29
-38.5,143.125,13.6,2006-03-29
-38.5,143.75,13.56,2006-03-29
-38.5,144.375,16.05,2006-03-29
-38.5,145,16.63,2006-03-29
-38.5,145.625,16.16,2006-03-29
-38,143.125,12.6,2006-03-29
-38,143.75,12.87,2006-03-29
-38,144.375,14.52,2006-03-29
-38,145,15.83,2006-03-29
-38,145.625,14.94,2006-03-29
-40,143.125,15.34,2006-03-30
-40,143.75,15.19,2006-03-30
-40,144.375,15.32,2006-03-30
-40,145,15.63,2006-03-30
-40,145.625,15.73,2006-03-30
-39.5,143.125,15.61,2006-03-30
-39.5,143.75,15.54,2006-03-30
-39.5,144.375,15.72,2006-03-30
-39.5,145,15.96,2006-03-30
-39.5,145.625,15.93,2006-03-30
-39,143.125,15.47,2006-03-30
-39,143.75,15.1,2006-03-30
-39,144.375,15.76,2006-03-30
-39,145,15.86,2006-03-30
-39,145.625,15.86,2006-03-30
-38.5,143.125,12.17,2006-03-30
-38.5,143.75,11.94,2006-03-30
-38.5,144.375,14.56,2006-03-30
-38.5,145,15.5,2006-03-30
-38.5,145.625,13.65,2006-03-30
-38,143.125,9.41,2006-03-30
-38,143.75,9.4,2006-03-30
-38,144.375,11.47,2006-03-30
-38,145,13.21,2006-03-30
-38,145.625,11.27,2006-03-30
-40,143.125,12.88,2006-03-31
-40,143.75,12.58,2006-03-31
-40,144.375,12.72,2006-03-31
-40,145,12.95,2006-03-31
-40,145.625,12.63,2006-03-31
-39.5,143.125,13.26,2006-03-31
-39.5,143.75,13.06,2006-03-31
-39.5,144.375,13.27,2006-03-31
-39.5,145,13.5,2006-03-31
-39.5,145.625,13.4,2006-03-31
-39,143.125,13.61,2006-03-31
-39,143.75,12.96,2006-03-31
-39,144.375,13.7,2006-03-31
-39,145,13.87,2006-03-31
-39,145.625,13.67,2006-03-31
-38.5,143.125,10.95,2006-03-31
-38.5,143.75,10.75,2006-03-31
-38.5,144.375,13.19,2006-03-31
-38.5,145,13.63,2006-03-31
-38.5,145.625,11.45,2006-03-31
-38,143.125,8.5,2006-03-31
-38,143.75,7.63,2006-03-31
-38,144.375,10.68,2006-03-31
-38,145,11.75,2006-03-31
-38,145.625,8.26,2006-03-31
-40,143.125,13.39,2006-04-01
-40,143.75,13.09,2006-04-01
-40,144.375,13.16,2006-04-01
-40,145,13.12,2006-04-01
-40,145.625,12.95,2006-04-01
-39.5,143.125,13.7,2006-04-01
-39.5,143.75,13.59,2006-04-01
-39.5,144.375,13.96,2006-04-01
-39.5,145,13.69,2006-04-01
-39.5,145.625,13.66,2006-04-01
-39,143.125,13.98,2006-04-01
-39,143.75,13.69,2006-04-01
-39,144.375,14.37,2006-04-01
-39,145,14.22,2006-04-01
-39,145.625,13.99,2006-04-01
-38.5,143.125,11.79,2006-04-01
-38.5,143.75,11.92,2006-04-01
-38.5,144.375,13.96,2006-04-01
-38.5,145,13.7,2006-04-01
-38.5,145.625,11.34,2006-04-01
-38,143.125,8.9,2006-04-01
-38,143.75,9.53,2006-04-01
-38,144.375,11.73,2006-04-01
-38,145,11.15,2006-04-01
-38,145.625,6.95,2006-04-01
-40,143.125,13.29,2006-04-02
-40,143.75,13.34,2006-04-02
-40,144.375,13.41,2006-04-02
-40,145,13.78,2006-04-02
-40,145.625,13.4,2006-04-02
-39.5,143.125,13.72,2006-04-02
-39.5,143.75,13.98,2006-04-02
-39.5,144.375,14.12,2006-04-02
-39.5,145,14.02,2006-04-02
-39.5,145.625,13.73,2006-04-02
-39,143.125,13.92,2006-04-02
-39,143.75,13.69,2006-04-02
-39,144.375,14.44,2006-04-02
-39,145,14.49,2006-04-02
-39,145.625,14.22,2006-04-02
-38.5,143.125,11.06,2006-04-02
-38.5,143.75,11.5,2006-04-02
-38.5,144.375,14.26,2006-04-02
-38.5,145,14.64,2006-04-02
-38.5,145.625,13.02,2006-04-02
-38,143.125,8.43,2006-04-02
-38,143.75,9.21,2006-04-02
-38,144.375,11.3,2006-04-02
-38,145,12.64,2006-04-02
-38,145.625,9.97,2006-04-02
-40,143.125,12.44,2006-04-03
-40,143.75,12.33,2006-04-03
-40,144.375,12.35,2006-04-03
-40,145,13.09,2006-04-03
-40,145.625,13.7,2006-04-03
-39.5,143.125,12.79,2006-04-03
-39.5,143.75,12.62,2006-04-03
-39.5,144.375,13.01,2006-04-03
-39.5,145,13.74,2006-04-03
-39.5,145.625,14.03,2006-04-03
-39,143.125,12.79,2006-04-03
-39,143.75,12.69,2006-04-03
-39,144.375,13.67,2006-04-03
-39,145,14.01,2006-04-03
-39,145.625,13.8,2006-04-03
-38.5,143.125,10.61,2006-04-03
-38.5,143.75,11.25,2006-04-03
-38.5,144.375,13.67,2006-04-03
-38.5,145,13.06,2006-04-03
-38.5,145.625,11.99,2006-04-03
-38,143.125,10.2,2006-04-03
-38,143.75,10.66,2006-04-03
-38,144.375,12.04,2006-04-03
-38,145,12.89,2006-04-03
-38,145.625,10.11,2006-04-03
-40,143.125,13.58,2006-04-04
-40,143.75,13.52,2006-04-04
-40,144.375,15.01,2006-04-04
-40,145,15.03,2006-04-04
-40,145.625,15.11,2006-04-04
-39.5,143.125,13.98,2006-04-04
-39.5,143.75,14.8,2006-04-04
-39.5,144.375,15.26,2006-04-04
-39.5,145,15.33,2006-04-04
-39.5,145.625,15.44,2006-04-04
-39,143.125,14.9,2006-04-04
-39,143.75,14.72,2006-04-04
-39,144.375,15.62,2006-04-04
-39,145,15.41,2006-04-04
-39,145.625,15.33,2006-04-04
-38.5,143.125,12.03,2006-04-04
-38.5,143.75,12.17,2006-04-04
-38.5,144.375,14.64,2006-04-04
-38.5,145,15.3,2006-04-04
-38.5,145.625,11.92,2006-04-04
-38,143.125,10.14,2006-04-04
-38,143.75,10.06,2006-04-04
-38,144.375,11.52,2006-04-04
-38,145,12.11,2006-04-04
-38,145.625,10.95,2006-04-04
-40,143.125,12.83,2006-04-05
-40,143.75,12.64,2006-04-05
-40,144.375,12.73,2006-04-05
-40,145,13.15,2006-04-05
-40,145.625,12.93,2006-04-05
-39.5,143.125,12.99,2006-04-05
-39.5,143.75,12.87,2006-04-05
-39.5,144.375,13.12,2006-04-05
-39.5,145,13.44,2006-04-05
-39.5,145.625,13.44,2006-04-05
-39,143.125,12.87,2006-04-05
-39,143.75,12.13,2006-04-05
-39,144.375,13.04,2006-04-05
-39,145,13.39,2006-04-05
-39,145.625,13.23,2006-04-05
-38.5,143.125,9.79,2006-04-05
-38.5,143.75,9.6,2006-04-05
-38.5,144.375,11.78,2006-04-05
-38.5,145,12.47,2006-04-05
-38.5,145.625,10.83,2006-04-05
-38,143.125,7.94,2006-04-05
-38,143.75,7.48,2006-04-05
-38,144.375,8.8,2006-04-05
-38,145,10.06,2006-04-05
-38,145.625,7.87,2006-04-05
-40,143.125,13.57,2006-04-06
-40,143.75,13.42,2006-04-06
-40,144.375,13.49,2006-04-06
-40,145,13.76,2006-04-06
-40,145.625,13.64,2006-04-06
-39.5,143.125,14.08,2006-04-06
-39.5,143.75,14.03,2006-04-06
-39.5,144.375,14.1,2006-04-06
-39.5,145,14.21,2006-04-06
-39.5,145.625,14.41,2006-04-06
-39,143.125,14.43,2006-04-06
-39,143.75,13.88,2006-04-06
-39,144.375,14.8,2006-04-06
-39,145,14.73,2006-04-06
-39,145.625,14.91,2006-04-06
-38.5,143.125,12.2,2006-04-06
-38.5,143.75,11.85,2006-04-06
-38.5,144.375,13.92,2006-04-06
-38.5,145,14.59,2006-04-06
-38.5,145.625,12.98,2006-04-06
-38,143.125,10.85,2006-04-06
-38,143.75,10.41,2006-04-06
-38,144.375,11.38,2006-04-06
-38,145,12.3,2006-04-06
-38,145.625,9.95,2006-04-06
-40,143.125,13.11,2006-04-07
-40,143.75,12.82,2006-04-07
-40,144.375,12.93,2006-04-07
-40,145,13.14,2006-04-07
-40,145.625,12.91,2006-04-07
-39.5,143.125,13.43,2006-04-07
-39.5,143.75,13.31,2006-04-07
-39.5,144.375,13.55,2006-04-07
-39.5,145,13.75,2006-04-07
-39.5,145.625,13.71,2006-04-07
-39,143.125,13.65,2006-04-07
-39,143.75,13.29,2006-04-07
-39,144.375,13.96,2006-04-07
-39,145,14.11,2006-04-07
-39,145.625,14.03,2006-04-07
-38.5,143.125,11.44,2006-04-07
-38.5,143.75,10.84,2006-04-07
-38.5,144.375,13.21,2006-04-07
-38.5,145,13.86,2006-04-07
-38.5,145.625,11.99,2006-04-07
-38,143.125,8.93,2006-04-07
-38,143.75,7.15,2006-04-07
-38,144.375,9.91,2006-04-07
-38,145,11.4,2006-04-07
-38,145.625,8.72,2006-04-07
-40,143.125,13.54,2006-04-08
-40,143.75,13.55,2006-04-08
-40,144.375,13.74,2006-04-08
-40,145,14.14,2006-04-08
-40,145.625,14.12,2006-04-08
-39.5,143.125,13.78,2006-04-08
-39.5,143.75,13.87,2006-04-08
-39.5,144.375,14.01,2006-04-08
-39.5,145,14.36,2006-04-08
-39.5,145.625,14.67,2006-04-08
-39,143.125,13.91,2006-04-08
-39,143.75,13.77,2006-04-08
-39,144.375,14.32,2006-04-08
-39,145,14.57,2006-04-08
-39,145.625,14.75,2006-04-08
-38.5,143.125,12.2,2006-04-08
-38.5,143.75,12.05,2006-04-08
-38.5,144.375,14.24,2006-04-08
-38.5,145,14.7,2006-04-08
-38.5,145.625,13.93,2006-04-08
-38,143.125,8.79,2006-04-08
-38,143.75,7.76,2006-04-08
-38,144.375,11.16,2006-04-08
-38,145,13.37,2006-04-08
-38,145.625,11.19,2006-04-08
-40,143.125,13.87,2006-04-09
-40,143.75,13.72,2006-04-09
-40,144.375,13.98,2006-04-09
-40,145,14.26,2006-04-09
-40,145.625,14.39,2006-04-09
-39.5,143.125,14.2,2006-04-09
-39.5,143.75,14.24,2006-04-09
-39.5,144.375,14.48,2006-04-09
-39.5,145,14.58,2006-04-09
-39.5,145.625,14.8,2006-04-09
-39,143.125,13.78,2006-04-09
-39,143.75,13.27,2006-04-09
-39,144.375,14.62,2006-04-09
-39,145,14.74,2006-04-09
-39,145.625,14.66,2006-04-09
-38.5,143.125,9.13,2006-04-09
-38.5,143.75,9.66,2006-04-09
-38.5,144.375,13.22,2006-04-09
-38.5,145,13.78,2006-04-09
-38.5,145.625,10.75,2006-04-09
-38,143.125,7.22,2006-04-09
-38,143.75,6.64,2006-04-09
-38,144.375,8.41,2006-04-09
-38,145,9.16,2006-04-09
-38,145.625,6.84,2006-04-09
-40,143.125,15.19,2006-04-10
-40,143.75,15.33,2006-04-10
-40,144.375,15.6,2006-04-10
-40,145,15.64,2006-04-10
-40,145.625,15.71,2006-04-10
-39.5,143.125,15.05,2006-04-10
-39.5,143.75,15.54,2006-04-10
-39.5,144.375,15.86,2006-04-10
-39.5,145,15.87,2006-04-10
-39.5,145.625,15.91,2006-04-10
-39,143.125,14.6,2006-04-10
-39,143.75,15.02,2006-04-10
-39,144.375,15.49,2006-04-10
-39,145,15.87,2006-04-10
-39,145.625,15.78,2006-04-10
-38.5,143.125,13.86,2006-04-10
-38.5,143.75,13.72,2006-04-10
-38.5,144.375,14.99,2006-04-10
-38.5,145,15.38,2006-04-10
-38.5,145.625,12.92,2006-04-10
-38,143.125,11.04,2006-04-10
-38,143.75,11.75,2006-04-10
-38,144.375,12.22,2006-04-10
-38,145,12.03,2006-04-10
-38,145.625,11.41,2006-04-10
-40,143.125,15.38,2006-04-11
-40,143.75,15.23,2006-04-11
-40,144.375,15.22,2006-04-11
-40,145,15.52,2006-04-11
-40,145.625,15.92,2006-04-11
-39.5,143.125,15.58,2006-04-11
-39.5,143.75,15.51,2006-04-11
-39.5,144.375,15.76,2006-04-11
-39.5,145,16.02,2006-04-11
-39.5,145.625,16.3,2006-04-11
-39,143.125,15.61,2006-04-11
-39,143.75,15.23,2006-04-11
-39,144.375,15.98,2006-04-11
-39,145,16.24,2006-04-11
-39,145.625,16.31,2006-04-11
-38.5,143.125,12.94,2006-04-11
-38.5,143.75,12.13,2006-04-11
-38.5,144.375,14.09,2006-04-11
-38.5,145,15.16,2006-04-11
-38.5,145.625,14.72,2006-04-11
-38,143.125,9.03,2006-04-11
-38,143.75,8.51,2006-04-11
-38,144.375,10.08,2006-04-11
-38,145,11.39,2006-04-11
-38,145.625,12.4,2006-04-11
-40,143.125,15.35,2006-04-12
-40,143.75,15.01,2006-04-12
-40,144.375,14.81,2006-04-12
-40,145,15.14,2006-04-12
-40,145.625,15.53,2006-04-12
-39.5,143.125,15.06,2006-04-12
-39.5,143.75,14.85,2006-04-12
-39.5,144.375,15.21,2006-04-12
-39.5,145,15.58,2006-04-12
-39.5,145.625,15.86,2006-04-12
-39,143.125,15.01,2006-04-12
-39,143.75,14.21,2006-04-12
-39,144.375,15.34,2006-04-12
-39,145,15.7,2006-04-12
-39,145.625,15.43,2006-04-12
-38.5,143.125,9.77,2006-04-12
-38.5,143.75,10.23,2006-04-12
-38.5,144.375,13.91,2006-04-12
-38.5,145,14.93,2006-04-12
-38.5,145.625,11.33,2006-04-12
-38,143.125,7.35,2006-04-12
-38,143.75,7.5,2006-04-12
-38,144.375,9.71,2006-04-12
-38,145,10.98,2006-04-12
-38,145.625,8.5,2006-04-12
-40,143.125,15.54,2006-04-13
-40,143.75,15.75,2006-04-13
-40,144.375,15.66,2006-04-13
-40,145,15.96,2006-04-13
-40,145.625,16.41,2006-04-13
-39.5,143.125,15.59,2006-04-13
-39.5,143.75,15.81,2006-04-13
-39.5,144.375,16.09,2006-04-13
-39.5,145,16.41,2006-04-13
-39.5,145.625,16.64,2006-04-13
-39,143.125,15.33,2006-04-13
-39,143.75,15.74,2006-04-13
-39,144.375,16.3,2006-04-13
-39,145,16.75,2006-04-13
-39,145.625,16.17,2006-04-13
-38.5,143.125,12.96,2006-04-13
-38.5,143.75,13.72,2006-04-13
-38.5,144.375,15.86,2006-04-13
-38.5,145,16.25,2006-04-13
-38.5,145.625,14.07,2006-04-13
-38,143.125,11.29,2006-04-13
-38,143.75,12.68,2006-04-13
-38,144.375,14.48,2006-04-13
-38,145,15.07,2006-04-13
-38,145.625,12.69,2006-04-13
-40,143.125,13.03,2006-04-14
-40,143.75,12.76,2006-04-14
-40,144.375,12.36,2006-04-14
-40,145,12.47,2006-04-14
-40,145.625,13.02,2006-04-14
-39.5,143.125,13.28,2006-04-14
-39.5,143.75,13.09,2006-04-14
-39.5,144.375,13.07,2006-04-14
-39.5,145,12.96,2006-04-14
-39.5,145.625,13.27,2006-04-14
-39,143.125,13.42,2006-04-14
-39,143.75,12.85,2006-04-14
-39,144.375,13.57,2006-04-14
-39,145,13.42,2006-04-14
-39,145.625,13.32,2006-04-14
-38.5,143.125,10.17,2006-04-14
-38.5,143.75,10.22,2006-04-14
-38.5,144.375,12.68,2006-04-14
-38.5,145,13.41,2006-04-14
-38.5,145.625,11.58,2006-04-14
-38,143.125,8.75,2006-04-14
-38,143.75,7.19,2006-04-14
-38,144.375,9.09,2006-04-14
-38,145,10.35,2006-04-14
-38,145.625,8.26,2006-04-14
-40,143.125,12.57,2006-04-15
-40,143.75,12.24,2006-04-15
-40,144.375,12.3,2006-04-15
-40,145,12.58,2006-04-15
-40,145.625,12.78,2006-04-15
-39.5,143.125,12.69,2006-04-15
-39.5,143.75,12.77,2006-04-15
-39.5,144.375,13,2006-04-15
-39.5,145,13.11,2006-04-15
-39.5,145.625,13.38,2006-04-15
-39,143.125,13.01,2006-04-15
-39,143.75,12.61,2006-04-15
-39,144.375,13.46,2006-04-15
-39,145,13.52,2006-04-15
-39,145.625,13.49,2006-04-15
-38.5,143.125,10.52,2006-04-15
-38.5,143.75,10.24,2006-04-15
-38.5,144.375,12.69,2006-04-15
-38.5,145,13.31,2006-04-15
-38.5,145.625,11.6,2006-04-15
-38,143.125,7.08,2006-04-15
-38,143.75,6.99,2006-04-15
-38,144.375,9.73,2006-04-15
-38,145,10.67,2006-04-15
-38,145.625,8.1,2006-04-15
-40,143.125,12.21,2006-04-16
-40,143.75,11.94,2006-04-16
-40,144.375,11.94,2006-04-16
-40,145,12.44,2006-04-16
-40,145.625,12.98,2006-04-16
-39.5,143.125,12.24,2006-04-16
-39.5,143.75,12.09,2006-04-16
-39.5,144.375,12.36,2006-04-16
-39.5,145,12.73,2006-04-16
-39.5,145.625,13.14,2006-04-16
-39,143.125,12.74,2006-04-16
-39,143.75,12.15,2006-04-16
-39,144.375,12.78,2006-04-16
-39,145,13.02,2006-04-16
-39,145.625,13.02,2006-04-16
-38.5,143.125,7.7,2006-04-16
-38.5,143.75,8.13,2006-04-16
-38.5,144.375,11.62,2006-04-16
-38.5,145,12.17,2006-04-16
-38.5,145.625,7.54,2006-04-16
-38,143.125,5.6,2006-04-16
-38,143.75,5.56,2006-04-16
-38,144.375,6.67,2006-04-16
-38,145,7.27,2006-04-16
-38,145.625,5.55,2006-04-16
-40,143.125,13.81,2006-04-17
-40,143.75,13.93,2006-04-17
-40,144.375,14.17,2006-04-17
-40,145,14.64,2006-04-17
-40,145.625,15.09,2006-04-17
-39.5,143.125,14.19,2006-04-17
-39.5,143.75,14.28,2006-04-17
-39.5,144.375,14.82,2006-04-17
-39.5,145,14.75,2006-04-17
-39.5,145.625,14.85,2006-04-17
-39,143.125,14.5,2006-04-17
-39,143.75,14.43,2006-04-17
-39,144.375,15.17,2006-04-17
-39,145,14.67,2006-04-17
-39,145.625,14.41,2006-04-17
-38.5,143.125,11.46,2006-04-17
-38.5,143.75,11.76,2006-04-17
-38.5,144.375,13.88,2006-04-17
-38.5,145,14.76,2006-04-17
-38.5,145.625,14.34,2006-04-17
-38,143.125,9.06,2006-04-17
-38,143.75,9.59,2006-04-17
-38,144.375,10.85,2006-04-17
-38,145,11.87,2006-04-17
-38,145.625,12.17,2006-04-17
-40,143.125,15.25,2006-04-18
-40,143.75,15.39,2006-04-18
-40,144.375,15.3,2006-04-18
-40,145,15.09,2006-04-18
-40,145.625,15.5,2006-04-18
-39.5,143.125,14.87,2006-04-18
-39.5,143.75,15.19,2006-04-18
-39.5,144.375,15.29,2006-04-18
-39.5,145,15.25,2006-04-18
-39.5,145.625,15.68,2006-04-18
-39,143.125,14.77,2006-04-18
-39,143.75,15.04,2006-04-18
-39,144.375,15.34,2006-04-18
-39,145,15.49,2006-04-18
-39,145.625,15.85,2006-04-18
-38.5,143.125,14.04,2006-04-18
-38.5,143.75,13.13,2006-04-18
-38.5,144.375,14.18,2006-04-18
-38.5,145,15.1,2006-04-18
-38.5,145.625,14.61,2006-04-18
-38,143.125,11.67,2006-04-18
-38,143.75,10.21,2006-04-18
-38,144.375,11.01,2006-04-18
-38,145,11.64,2006-04-18
-38,145.625,12.1,2006-04-18
-40,143.125,13.02,2006-04-19
-40,143.75,12.8,2006-04-19
-40,144.375,12.78,2006-04-19
-40,145,12.93,2006-04-19
-40,145.625,13.52,2006-04-19
-39.5,143.125,13.3,2006-04-19
-39.5,143.75,13.17,2006-04-19
-39.5,144.375,13.55,2006-04-19
-39.5,145,13.9,2006-04-19
-39.5,145.625,14.15,2006-04-19
-39,143.125,13.86,2006-04-19
-39,143.75,13.11,2006-04-19
-39,144.375,13.77,2006-04-19
-39,145,13.96,2006-04-19
-39,145.625,13.79,2006-04-19
-38.5,143.125,10.65,2006-04-19
-38.5,143.75,10.31,2006-04-19
-38.5,144.375,12.5,2006-04-19
-38.5,145,12.95,2006-04-19
-38.5,145.625,11.87,2006-04-19
-38,143.125,7.82,2006-04-19
-38,143.75,7.84,2006-04-19
-38,144.375,9.31,2006-04-19
-38,145,10.34,2006-04-19
-38,145.625,9.13,2006-04-19
-40,143.125,12.57,2006-04-20
-40,143.75,12.17,2006-04-20
-40,144.375,12.11,2006-04-20
-40,145,12.21,2006-04-20
-40,145.625,12.57,2006-04-20
-39.5,143.125,12.74,2006-04-20
-39.5,143.75,12.44,2006-04-20
-39.5,144.375,12.59,2006-04-20
-39.5,145,12.63,2006-04-20
-39.5,145.625,12.93,2006-04-20
-39,143.125,12.79,2006-04-20
-39,143.75,11.85,2006-04-20
-39,144.375,12.85,2006-04-20
-39,145,13,2006-04-20
-39,145.625,12.57,2006-04-20
-38.5,143.125,9.32,2006-04-20
-38.5,143.75,8.68,2006-04-20
-38.5,144.375,11.5,2006-04-20
-38.5,145,12.25,2006-04-20
-38.5,145.625,9.57,2006-04-20
-38,143.125,7.22,2006-04-20
-38,143.75,6.66,2006-04-20
-38,144.375,8.02,2006-04-20
-38,145,9.3,2006-04-20
-38,145.625,7.02,2006-04-20
-40,143.125,12.43,2006-04-21
-40,143.75,12.1,2006-04-21
-40,144.375,12.15,2006-04-21
-40,145,12.43,2006-04-21
-40,145.625,12.95,2006-04-21
-39.5,143.125,12.81,2006-04-21
-39.5,143.75,12.61,2006-04-21
-39.5,144.375,12.86,2006-04-21
-39.5,145,12.96,2006-04-21
-39.5,145.625,13.23,2006-04-21
-39,143.125,13.07,2006-04-21
-39,143.75,12.29,2006-04-21
-39,144.375,13.33,2006-04-21
-39,145,13.63,2006-04-21
-39,145.625,12.99,2006-04-21
-38.5,143.125,9.29,2006-04-21
-38.5,143.75,8.79,2006-04-21
-38.5,144.375,11.73,2006-04-21
-38.5,145,12.79,2006-04-21
-38.5,145.625,9.82,2006-04-21
-38,143.125,5.92,2006-04-21
-38,143.75,4.85,2006-04-21
-38,144.375,6.85,2006-04-21
-38,145,9.17,2006-04-21
-38,145.625,6.4,2006-04-21
-40,143.125,13.23,2006-04-22
-40,143.75,12.94,2006-04-22
-40,144.375,13.11,2006-04-22
-40,145,13.27,2006-04-22
-40,145.625,13.57,2006-04-22
-39.5,143.125,13.5,2006-04-22
-39.5,143.75,13.38,2006-04-22
-39.5,144.375,13.69,2006-04-22
-39.5,145,13.87,2006-04-22
-39.5,145.625,14.12,2006-04-22
-39,143.125,13.87,2006-04-22
-39,143.75,13.35,2006-04-22
-39,144.375,14.1,2006-04-22
-39,145,14.25,2006-04-22
-39,145.625,14.17,2006-04-22
-38.5,143.125,11.44,2006-04-22
-38.5,143.75,11.12,2006-04-22
-38.5,144.375,13.11,2006-04-22
-38.5,145,13.74,2006-04-22
-38.5,145.625,12.21,2006-04-22
-38,143.125,9.47,2006-04-22
-38,143.75,9.38,2006-04-22
-38,144.375,10.05,2006-04-22
-38,145,10.68,2006-04-22
-38,145.625,9.22,2006-04-22
-40,143.125,12.52,2006-04-23
-40,143.75,12.34,2006-04-23
-40,144.375,12.46,2006-04-23
-40,145,12.57,2006-04-23
-40,145.625,12.8,2006-04-23
-39.5,143.125,12.82,2006-04-23
-39.5,143.75,12.75,2006-04-23
-39.5,144.375,13.13,2006-04-23
-39.5,145,13.18,2006-04-23
-39.5,145.625,13.26,2006-04-23
-39,143.125,12.99,2006-04-23
-39,143.75,12.62,2006-04-23
-39,144.375,13.53,2006-04-23
-39,145,13.74,2006-04-23
-39,145.625,13.64,2006-04-23
-38.5,143.125,10.13,2006-04-23
-38.5,143.75,10.23,2006-04-23
-38.5,144.375,12.62,2006-04-23
-38.5,145,13.51,2006-04-23
-38.5,145.625,11.02,2006-04-23
-38,143.125,8.12,2006-04-23
-38,143.75,7.26,2006-04-23
-38,144.375,9.09,2006-04-23
-38,145,10.47,2006-04-23
-38,145.625,8.46,2006-04-23
-40,143.125,12.85,2006-04-24
-40,143.75,12.95,2006-04-24
-40,144.375,12.99,2006-04-24
-40,145,12.7,2006-04-24
-40,145.625,12.78,2006-04-24
-39.5,143.125,13,2006-04-24
-39.5,143.75,13.13,2006-04-24
-39.5,144.375,13.27,2006-04-24
-39.5,145,13.06,2006-04-24
-39.5,145.625,13.13,2006-04-24
-39,143.125,13.14,2006-04-24
-39,143.75,12.9,2006-04-24
-39,144.375,13.48,2006-04-24
-39,145,13.62,2006-04-24
-39,145.625,13.17,2006-04-24
-38.5,143.125,9.09,2006-04-24
-38.5,143.75,10.66,2006-04-24
-38.5,144.375,12.51,2006-04-24
-38.5,145,12.38,2006-04-24
-38.5,145.625,8.98,2006-04-24
-38,143.125,7.06,2006-04-24
-38,143.75,7.79,2006-04-24
-38,144.375,9.22,2006-04-24
-38,145,8.16,2006-04-24
-38,145.625,5.49,2006-04-24
-40,143.125,13.56,2006-04-25
-40,143.75,13.52,2006-04-25
-40,144.375,13.76,2006-04-25
-40,145,14.04,2006-04-25
-40,145.625,14.59,2006-04-25
-39.5,143.125,13.78,2006-04-25
-39.5,143.75,13.75,2006-04-25
-39.5,144.375,14.07,2006-04-25
-39.5,145,14.36,2006-04-25
-39.5,145.625,14.78,2006-04-25
-39,143.125,13.97,2006-04-25
-39,143.75,13.87,2006-04-25
-39,144.375,14.22,2006-04-25
-39,145,14.41,2006-04-25
-39,145.625,14.21,2006-04-25
-38.5,143.125,8.41,2006-04-25
-38.5,143.75,10.16,2006-04-25
-38.5,144.375,12.62,2006-04-25
-38.5,145,12.61,2006-04-25
-38.5,145.625,10.43,2006-04-25
-38,143.125,6,2006-04-25
-38,143.75,6.82,2006-04-25
-38,144.375,8.82,2006-04-25
-38,145,7.79,2006-04-25
-38,145.625,7.34,2006-04-25
-40,143.125,14.97,2006-04-26
-40,143.75,14.39,2006-04-26
-40,144.375,14.44,2006-04-26
-40,145,14.43,2006-04-26
-40,145.625,14.76,2006-04-26
-39.5,143.125,15.26,2006-04-26
-39.5,143.75,14.62,2006-04-26
-39.5,144.375,14.81,2006-04-26
-39.5,145,14.88,2006-04-26
-39.5,145.625,15.01,2006-04-26
-39,143.125,14.93,2006-04-26
