LAT,LON,T2M,DATE
-39.5,143.125,16.31,2006-03-30
-39.5,143.75,16.33,2006-03-30
-39.5,144.375,16.44,2006-03-30
-39.5,145,16.58,2006-03-30
-39.5,145.625,16.59,2006-03-30
-39,143.125,16.25,2006-03-30
-39,143.75,15.83,2006-03-30
-39,144.375,16.32,2006-03-30
-39,145,16.53,2006-03-30
-39,145.625,16.6,2006-03-30
-38.5,143.125,14.83,2006-03-30
-38.5,143.75,15.15,2006-03-30
-38.5,144.375,16.08,2006-03-30
-38.5,145,16.52,2006-03-30
-38.5,145.625,16.35,2006-03-30
-38,143.125,14.71,2006-03-30
-38,143.75,15.19,2006-03-30
-38,144.375,15.93,2006-03-30
-38,145,16.56,2006-03-30
-38,145.625,15.93,2006-03-30
-40,143.125,14,2006-03-31
-40,143.75,13.9,2006-03-31
-40,144.375,14.05,2006-03-31
-40,145,14.3,2006-03-31
-40,145.625,14.3,2006-03-31
-39.5,143.125,14.52,2006-03-31
-39.5,143.75,14.48,2006-03-31
-39.5,144.375,14.69,2006-03-31
-39.5,145,14.92,2006-03-31
-39.5,145.625,14.91,2006-03-31
-39,143.125,14.96,2006-03-31
-39,143.75,14.5,2006-03-31
-39,144.375,15.2,2006-03-31
-39,145,15.41,2006-03-31
-39,145.625,15.26,2006-03-31
-38.5,143.125,13.17,2006-03-31
-38.5,143.75,13.1,2006-03-31
-38.5,144.375,15,2006-03-31
-38.5,145,15.45,2006-03-31
-38.5,145.625,14.06,2006-03-31
-38,143.125,12.15,2006-03-31
-38,143.75,11.96,2006-03-31
-38,144.375,13.89,2006-03-31
-38,145,14.7,2006-03-31
-38,145.625,12.24,2006-03-31
-40,143.125,13.78,2006-04-01
-40,143.75,13.67,2006-04-01
-40,144.375,13.69,2006-04-01
-40,145,13.72,2006-04-01
-40,145.625,13.8,2006-04-01
-39.5,143.125,14.16,2006-04-01
-39.5,143.75,14.16,2006-04-01
-39.5,144.375,14.25,2006-04-01
-39.5,145,14.19,2006-04-01
-39.5,145.625,14.33,2006-04-01
-39,143.125,14.47,2006-04-01
-39,143.75,14.1,2006-04-01
-39,144.375,14.67,2006-04-01
-39,145,14.67,2006-04-01
-39,145.625,14.64,2006-04-01
-38.5,143.125,13.01,2006-04-01
-38.5,143.75,13,2006-04-01
-38.5,144.375,14.53,2006-04-01
-38.5,145,14.68,2006-04-01
-38.5,145.625,13.55,2006-04-01
-38,143.125,12.16,2006-04-01
-38,143.75,12.12,2006-04-01
-38,144.375,13.43,2006-04-01
-38,145,13.84,2006-04-01
-38,145.625,11.06,2006-04-01
-40,143.125,13.76,2006-04-02
-40,143.75,13.82,2006-04-02
-40,144.375,13.96,2006-04-02
-40,145,14.28,2006-04-02
-40,145.625,14.34,2006-04-02
-39.5,143.125,14.13,2006-04-02
-39.5,143.75,14.34,2006-04-02
-39.5,144.375,14.54,2006-04-02
-39.5,145,14.72,2006-04-02
-39.5,145.625,14.78,2006-04-02
-39,143.125,14.38,2006-04-02
-39,143.75,14.1,2006-04-02
-39,144.375,14.89,2006-04-02
-39,145,15.08,2006-04-02
-39,145.625,14.98,2006-04-02
-38.5,143.125,12.83,2006-04-02
-38.5,143.75,13.15,2006-04-02
-38.5,144.375,14.72,2006-04-02
-38.5,145,15.1,2006-04-02
-38.5,145.625,14.12,2006-04-02
-38,143.125,12.05,2006-04-02
-38,143.75,12.37,2006-04-02
-38,144.375,13.57,2006-04-02
-38,145,14.35,2006-04-02
-38,145.625,12.28,2006-04-02
-40,143.125,13.49,2006-04-03
-40,143.75,13.27,2006-04-03
-40,144.375,13.24,2006-04-03
-40,145,13.89,2006-04-03
-40,145.625,14.23,2006-04-03
-39.5,143.125,13.79,2006-04-03
-39.5,143.75,13.71,2006-04-03
-39.5,144.375,13.99,2006-04-03
-39.5,145,14.56,2006-04-03
-39.5,145.625,14.8,2006-04-03
-39,143.125,13.82,2006-04-03
-39,143.75,13.71,2006-04-03
-39,144.375,14.53,2006-04-03
-39,145,14.76,2006-04-03
-39,145.625,14.66,2006-04-03
-38.5,143.125,12.72,2006-04-03
-38.5,143.75,13.09,2006-04-03
-38.5,144.375,14.49,2006-04-03
-38.5,145,14.29,2006-04-03
-38.5,145.625,13.79,2006-04-03
-38,143.125,13.32,2006-04-03
-38,143.75,13.94,2006-04-03
-38,144.375,14.64,2006-04-03
-38,145,14.71,2006-04-03
-38,145.625,12.58,2006-04-03
-40,143.125,15.37,2006-04-04
-40,143.75,15.54,2006-04-04
-40,144.375,15.66,2006-04-04
-40,145,15.97,2006-04-04
-40,145.625,16.12,2006-04-04
-39.5,143.125,15.73,2006-04-04
-39.5,143.75,15.83,2006-04-04
-39.5,144.375,15.94,2006-04-04
-39.5,145,16.15,2006-04-04
-39.5,145.625,16.19,2006-04-04
-39,143.125,15.63,2006-04-04
-39,143.75,15.4,2006-04-04
-39,144.375,16,2006-04-04
-39,145,16.13,2006-04-04
-39,145.625,16.08,2006-04-04
-38.5,143.125,14.47,2006-04-04
-38.5,143.75,14.89,2006-04-04
-38.5,144.375,15.88,2006-04-04
-38.5,145,16.06,2006-04-04
-38.5,145.625,14.92,2006-04-04
-38,143.125,14.61,2006-04-04
-38,143.75,14.78,2006-04-04
-38,144.375,15.41,2006-04-04
-38,145,15.56,2006-04-04
-38,145.625,13.82,2006-04-04
-40,143.125,13.4,2006-04-05
-40,143.75,13.27,2006-04-05
-40,144.375,13.35,2006-04-05
-40,145,13.74,2006-04-05
-40,145.625,13.99,2006-04-05
-39.5,143.125,13.71,2006-04-05
-39.5,143.75,13.64,2006-04-05
-39.5,144.375,13.85,2006-04-05
-39.5,145,14.14,2006-04-05
-39.5,145.625,14.36,2006-04-05
-39,143.125,13.83,2006-04-05
-39,143.75,13.23,2006-04-05
-39,144.375,14.17,2006-04-05
-39,145,14.53,2006-04-05
-39,145.625,14.5,2006-04-05
-38.5,143.125,11.45,2006-04-05
-38.5,143.75,11.29,2006-04-05
-38.5,144.375,13.39,2006-04-05
-38.5,145,14.17,2006-04-05
-38.5,145.625,12.89,2006-04-05
-38,143.125,9.93,2006-04-05
-38,143.75,10.02,2006-04-05
-38,144.375,11.6,2006-04-05
-38,145,12.7,2006-04-05
-38,145.625,10.72,2006-04-05
-40,143.125,14.12,2006-04-06
-40,143.75,13.99,2006-04-06
-40,144.375,14.07,2006-04-06
-40,145,14.32,2006-04-06
-40,145.625,14.37,2006-04-06
-39.5,143.125,14.66,2006-04-06
-39.5,143.75,14.56,2006-04-06
-39.5,144.375,14.67,2006-04-06
-39.5,145,14.81,2006-04-06
-39.5,145.625,14.91,2006-04-06
-39,143.125,14.94,2006-04-06
-39,143.75,14.45,2006-04-06
-39,144.375,15.14,2006-04-06
-39,145,15.29,2006-04-06
-39,145.625,15.23,2006-04-06
-38.5,143.125,13.31,2006-04-06
-38.5,143.75,13.07,2006-04-06
-38.5,144.375,14.72,2006-04-06
-38.5,145,15.25,2006-04-06
-38.5,145.625,13.84,2006-04-06
-38,143.125,12.24,2006-04-06
-38,143.75,12.21,2006-04-06
-38,144.375,13.32,2006-04-06
-38,145,14.1,2006-04-06
-38,145.625,11.67,2006-04-06
-40,143.125,13.32,2006-04-07
-40,143.75,13.17,2006-04-07
-40,144.375,13.3,2006-04-07
-40,145,13.52,2006-04-07
-40,145.625,13.52,2006-04-07
-39.5,143.125,13.73,2006-04-07
-39.5,143.75,13.66,2006-04-07
-39.5,144.375,13.84,2006-04-07
-39.5,145,14.03,2006-04-07
-39.5,145.625,14.13,2006-04-07
-39,143.125,14.07,2006-04-07
-39,143.75,13.65,2006-04-07
-39,144.375,14.29,2006-04-07
-39,145,14.4,2006-04-07
-39,145.625,14.41,2006-04-07
-38.5,143.125,12.39,2006-04-07
-38.5,143.75,12.32,2006-04-07
-38.5,144.375,14.09,2006-04-07
-38.5,145,14.51,2006-04-07
-38.5,145.625,13.25,2006-04-07
-38,143.125,11.23,2006-04-07
-38,143.75,10.83,2006-04-07
-38,144.375,12.65,2006-04-07
-38,145,13.46,2006-04-07
-38,145.625,10.86,2006-04-07
-40,143.125,14.03,2006-04-08
-40,143.75,13.88,2006-04-08
-40,144.375,14.06,2006-04-08
-40,145,14.38,2006-04-08
-40,145.625,14.34,2006-04-08
-39.5,143.125,14.44,2006-04-08
-39.5,143.75,14.37,2006-04-08
-39.5,144.375,14.53,2006-04-08
-39.5,145,14.74,2006-04-08
-39.5,145.625,14.99,2006-04-08
-39,143.125,14.63,2006-04-08
-39,143.75,14.25,2006-04-08
-39,144.375,14.9,2006-04-08
-39,145,15.06,2006-04-08
-39,145.625,15.14,2006-04-08
-38.5,143.125,13.09,2006-04-08
-38.5,143.75,13,2006-04-08
-38.5,144.375,14.63,2006-04-08
-38.5,145,15.11,2006-04-08
-38.5,145.625,14.19,2006-04-08
-38,143.125,11.7,2006-04-08
-38,143.75,11.46,2006-04-08
-38,144.375,13.16,2006-04-08
-38,145,14.18,2006-04-08
-38,145.625,12.05,2006-04-08
-40,143.125,14.42,2006-04-09
-40,143.75,14.11,2006-04-09
-40,144.375,14.28,2006-04-09
-40,145,14.61,2006-04-09
-40,145.625,14.89,2006-04-09
-39.5,143.125,14.61,2006-04-09
-39.5,143.75,14.55,2006-04-09
-39.5,144.375,14.83,2006-04-09
-39.5,145,15.04,2006-04-09
-39.5,145.625,15.21,2006-04-09
-39,143.125,14.28,2006-04-09
-39,143.75,14.06,2006-04-09
-39,144.375,15.09,2006-04-09
-39,145,15.35,2006-04-09
-39,145.625,15.1,2006-04-09
-38.5,143.125,12.37,2006-04-09
-38.5,143.75,12.85,2006-04-09
-38.5,144.375,14.6,2006-04-09
-38.5,145,14.81,2006-04-09
-38.5,145.625,13.17,2006-04-09
-38,143.125,11.91,2006-04-09
-38,143.75,11.69,2006-04-09
-38,144.375,12.88,2006-04-09
-38,145,13.21,2006-04-09
-38,145.625,11.02,2006-04-09
-40,143.125,16.51,2006-04-10
-40,143.75,16.35,2006-04-10
-40,144.375,16.46,2006-04-10
-40,145,16.48,2006-04-10
-40,145.625,16.64,2006-04-10
-39.5,143.125,16.71,2006-04-10
-39.5,143.75,16.8,2006-04-10
-39.5,144.375,16.92,2006-04-10
-39.5,145,16.87,2006-04-10
-39.5,145.625,16.86,2006-04-10
-39,143.125,16.69,2006-04-10
-39,143.75,16.72,2006-04-10
-39,144.375,17.16,2006-04-10
-39,145,17.01,2006-04-10
-39,145.625,16.62,2006-04-10
-38.5,143.125,15.8,2006-04-10
-38.5,143.75,15.55,2006-04-10
-38.5,144.375,16.53,2006-04-10
-38.5,145,16.68,2006-04-10
-38.5,145.625,15.38,2006-04-10
-38,143.125,14.31,2006-04-10
-38,143.75,14.47,2006-04-10
-38,144.375,15.46,2006-04-10
-38,145,15.4,2006-04-10
-38,145.625,14.84,2006-04-10
-40,143.125,16.01,2006-04-11
-40,143.75,16.11,2006-04-11
-40,144.375,16.24,2006-04-11
-40,145,16.33,2006-04-11
-40,145.625,16.84,2006-04-11
-39.5,143.125,16.27,2006-04-11
-39.5,143.75,16.54,2006-04-11
-39.5,144.375,16.77,2006-04-11
-39.5,145,16.94,2006-04-11
-39.5,145.625,17.57,2006-04-11
-39,143.125,16.64,2006-04-11
-39,143.75,17.03,2006-04-11
-39,144.375,17.71,2006-04-11
-39,145,18.21,2006-04-11
-39,145.625,18.69,2006-04-11
-38.5,143.125,17.16,2006-04-11
-38.5,143.75,17.22,2006-04-11
-38.5,144.375,18.34,2006-04-11
-38.5,145,18.92,2006-04-11
-38.5,145.625,19.5,2006-04-11
-38,143.125,16.22,2006-04-11
-38,143.75,16.74,2006-04-11
-38,144.375,18.14,2006-04-11
-38,145,18.51,2006-04-11
-38,145.625,19.03,2006-04-11
-40,143.125,15.49,2006-04-12
-40,143.75,15.41,2006-04-12
-40,144.375,15.35,2006-04-12
-40,145,15.6,2006-04-12
-40,145.625,15.98,2006-04-12
-39.5,143.125,15.56,2006-04-12
-39.5,143.75,15.52,2006-04-12
-39.5,144.375,15.76,2006-04-12
-39.5,145,15.99,2006-04-12
-39.5,145.625,16.21,2006-04-12
-39,143.125,15.43,2006-04-12
-39,143.75,15.03,2006-04-12
-39,144.375,16.02,2006-04-12
-39,145,16.32,2006-04-12
-39,145.625,16.11,2006-04-12
-38.5,143.125,13.24,2006-04-12
-38.5,143.75,13.79,2006-04-12
-38.5,144.375,15.93,2006-04-12
-38.5,145,16.25,2006-04-12
-38.5,145.625,14.47,2006-04-12
-38,143.125,12.52,2006-04-12
-38,143.75,12.89,2006-04-12
-38,144.375,14.58,2006-04-12
-38,145,15.26,2006-04-12
-38,145.625,13.54,2006-04-12
-40,143.125,16.05,2006-04-13
-40,143.75,15.97,2006-04-13
-40,144.375,15.89,2006-04-13
-40,145,16.17,2006-04-13
-40,145.625,16.74,2006-04-13
-39.5,143.125,16.28,2006-04-13
-39.5,143.75,16.23,2006-04-13
-39.5,144.375,16.5,2006-04-13
-39.5,145,16.69,2006-04-13
-39.5,145.625,17.07,2006-04-13
-39,143.125,16.48,2006-04-13
-39,143.75,16.37,2006-04-13
-39,144.375,17.08,2006-04-13
-39,145,17.22,2006-04-13
-39,145.625,17.16,2006-04-13
-38.5,143.125,15.74,2006-04-13
-38.5,143.75,16.08,2006-04-13
-38.5,144.375,17.34,2006-04-13
-38.5,145,17.59,2006-04-13
-38.5,145.625,16.72,2006-04-13
-38,143.125,15.34,2006-04-13
-38,143.75,16.07,2006-04-13
-38,144.375,17.34,2006-04-13
-38,145,17.47,2006-04-13
-38,145.625,15.92,2006-04-13
-40,143.125,13.53,2006-04-14
-40,143.75,13.51,2006-04-14
-40,144.375,13.55,2006-04-14
-40,145,13.9,2006-04-14
-40,145.625,14.53,2006-04-14
-39.5,143.125,13.88,2006-04-14
-39.5,143.75,13.89,2006-04-14
-39.5,144.375,14.14,2006-04-14
-39.5,145,14.35,2006-04-14
-39.5,145.625,14.87,2006-04-14
-39,143.125,14.14,2006-04-14
-39,143.75,13.72,2006-04-14
-39,144.375,14.62,2006-04-14
-39,145,14.9,2006-04-14
-39,145.625,15.16,2006-04-14
-38.5,143.125,12.33,2006-04-14
-38.5,143.75,12.28,2006-04-14
-38.5,144.375,14.28,2006-04-14
-38.5,145,15.05,2006-04-14
-38.5,145.625,14.09,2006-04-14
-38,143.125,11.31,2006-04-14
-38,143.75,11.07,2006-04-14
-38,144.375,12.84,2006-04-14
-38,145,14.1,2006-04-14
-38,145.625,12.41,2006-04-14
-40,143.125,12.76,2006-04-15
-40,143.75,12.57,2006-04-15
-40,144.375,12.54,2006-04-15
-40,145,12.74,2006-04-15
-40,145.625,13.04,2006-04-15
-39.5,143.125,13.03,2006-04-15
-39.5,143.75,12.98,2006-04-15
-39.5,144.375,13.15,2006-04-15
-39.5,145,13.26,2006-04-15
-39.5,145.625,13.5,2006-04-15
-39,143.125,13.25,2006-04-15
-39,143.75,12.96,2006-04-15
-39,144.375,13.64,2006-04-15
-39,145,13.74,2006-04-15
-39,145.625,13.71,2006-04-15
-38.5,143.125,11.68,2006-04-15
-38.5,143.75,11.65,2006-04-15
-38.5,144.375,13.42,2006-04-15
-38.5,145,13.68,2006-04-15
-38.5,145.625,12.33,2006-04-15
-38,143.125,10.24,2006-04-15
-38,143.75,10.17,2006-04-15
-38,144.375,12.01,2006-04-15
-38,145,12.53,2006-04-15
-38,145.625,9.76,2006-04-15
-40,143.125,13.46,2006-04-16
-40,143.75,12.98,2006-04-16
-40,144.375,12.99,2006-04-16
-40,145,13.24,2006-04-16
-40,145.625,13.55,2006-04-16
-39.5,143.125,13.54,2006-04-16
-39.5,143.75,13.27,2006-04-16
-39.5,144.375,13.57,2006-04-16
-39.5,145,13.62,2006-04-16
-39.5,145.625,13.8,2006-04-16
-39,143.125,13.41,2006-04-16
-39,143.75,12.99,2006-04-16
-39,144.375,13.86,2006-04-16
-39,145,13.77,2006-04-16
-39,145.625,13.3,2006-04-16
-38.5,143.125,10.82,2006-04-16
-38.5,143.75,11.24,2006-04-16
-38.5,144.375,12.9,2006-04-16
-38.5,145,13.03,2006-04-16
-38.5,145.625,10.85,2006-04-16
-38,143.125,10.13,2006-04-16
-38,143.75,10.01,2006-04-16
-38,144.375,11.04,2006-04-16
-38,145,11.13,2006-04-16
-38,145.625,9.23,2006-04-16
-40,143.125,15.42,2006-04-17
-40,143.75,15.61,2006-04-17
-40,144.375,15.59,2006-04-17
-40,145,15.71,2006-04-17
-40,145.625,16.11,2006-04-17
-39.5,143.125,15.83,2006-04-17
-39.5,143.75,16.03,2006-04-17
-39.5,144.375,16.28,2006-04-17
-39.5,145,16.5,2006-04-17
-39.5,145.625,16.6,2006-04-17
-39,143.125,16.28,2006-04-17
-39,143.75,16.3,2006-04-17
-39,144.375,16.79,2006-04-17
-39,145,17.04,2006-04-17
-39,145.625,17.18,2006-04-17
-38.5,143.125,15.63,2006-04-17
-38.5,143.75,15.63,2006-04-17
-38.5,144.375,16.56,2006-04-17
-38.5,145,17.08,2006-04-17
-38.5,145.625,17.16,2006-04-17
-38,143.125,14.68,2006-04-17
-38,143.75,14.78,2006-04-17
-38,144.375,15.55,2006-04-17
-38,145,16.54,2006-04-17
-38,145.625,16.51,2006-04-17
-40,143.125,15.82,2006-04-18
-40,143.75,15.83,2006-04-18
-40,144.375,15.84,2006-04-18
-40,145,15.9,2006-04-18
-40,145.625,16.49,2006-04-18
-39.5,143.125,15.88,2006-04-18
-39.5,143.75,16.02,2006-04-18
-39.5,144.375,16.36,2006-04-18
-39.5,145,16.47,2006-04-18
-39.5,145.625,16.85,2006-04-18
-39,143.125,15.99,2006-04-18
-39,143.75,16.17,2006-04-18
-39,144.375,16.68,2006-04-18
-39,145,16.84,2006-04-18
-39,145.625,17.11,2006-04-18
-38.5,143.125,15.42,2006-04-18
-38.5,143.75,15.22,2006-04-18
-38.5,144.375,16.1,2006-04-18
-38.5,145,16.54,2006-04-18
-38.5,145.625,16.39,2006-04-18
-38,143.125,14.26,2006-04-18
-38,143.75,13.9,2006-04-18
-38,144.375,14.55,2006-04-18
-38,145,14.89,2006-04-18
-38,145.625,14.86,2006-04-18
-40,143.125,14.06,2006-04-19
-40,143.75,14.15,2006-04-19
-40,144.375,14.24,2006-04-19
-40,145,14.36,2006-04-19
-40,145.625,15.16,2006-04-19
-39.5,143.125,14.36,2006-04-19
-39.5,143.75,14.5,2006-04-19
-39.5,144.375,14.93,2006-04-19
-39.5,145,15.37,2006-04-19
-39.5,145.625,16.13,2006-04-19
-39,143.125,14.84,2006-04-19
-39,143.75,14.72,2006-04-19
-39,144.375,15.78,2006-04-19
-39,145,16.3,2006-04-19
-39,145.625,16.61,2006-04-19
-38.5,143.125,13.71,2006-04-19
-38.5,143.75,14.26,2006-04-19
-38.5,144.375,15.87,2006-04-19
-38.5,145,16.39,2006-04-19
-38.5,145.625,16.11,2006-04-19
-38,143.125,13.37,2006-04-19
-38,143.75,13.79,2006-04-19
-38,144.375,15.09,2006-04-19
-38,145,15.73,2006-04-19
-38,145.625,14.77,2006-04-19
-40,143.125,13.02,2006-04-20
-40,143.75,12.78,2006-04-20
-40,144.375,12.77,2006-04-20
-40,145,12.83,2006-04-20
-40,145.625,13.2,2006-04-20
-39.5,143.125,13.39,2006-04-20
-39.5,143.75,13.21,2006-04-20
-39.5,144.375,13.36,2006-04-20
-39.5,145,13.46,2006-04-20
-39.5,145.625,13.68,2006-04-20
-39,143.125,13.62,2006-04-20
-39,143.75,12.81,2006-04-20
-39,144.375,13.6,2006-04-20
-39,145,13.82,2006-04-20
-39,145.625,13.71,2006-04-20
-38.5,143.125,11.22,2006-04-20
-38.5,143.75,11.04,2006-04-20
-38.5,144.375,13.14,2006-04-20
-38.5,145,13.77,2006-04-20
-38.5,145.625,12.35,2006-04-20
-38,143.125,10.35,2006-04-20
-38,143.75,10.46,2006-04-20
-38,144.375,11.87,2006-04-20
-38,145,12.74,2006-04-20
-38,145.625,10.73,2006-04-20
-40,143.125,12.93,2006-04-21
-40,143.75,12.64,2006-04-21
-40,144.375,12.68,2006-04-21
-40,145,12.83,2006-04-21
-40,145.625,13.29,2006-04-21
-39.5,143.125,13.24,2006-04-21
-39.5,143.75,13.03,2006-04-21
-39.5,144.375,13.28,2006-04-21
-39.5,145,13.34,2006-04-21
-39.5,145.625,13.59,2006-04-21
-39,143.125,13.42,2006-04-21
-39,143.75,12.77,2006-04-21
-39,144.375,13.66,2006-04-21
-39,145,13.92,2006-04-21
-39,145.625,13.59,2006-04-21
-38.5,143.125,10.73,2006-04-21
-38.5,143.75,10.54,2006-04-21
-38.5,144.375,12.67,2006-04-21
-38.5,145,13.33,2006-04-21
-38.5,145.625,11.36,2006-04-21
-38,143.125,8.94,2006-04-21
-38,143.75,8.53,2006-04-21
-38,144.375,9.99,2006-04-21
-38,145,11.05,2006-04-21
-38,145.625,8.58,2006-04-21
-40,143.125,13.68,2006-04-22
-40,143.75,13.55,2006-04-22
-40,144.375,13.6,2006-04-22
-40,145,13.61,2006-04-22
-40,145.625,13.99,2006-04-22
-39.5,143.125,13.97,2006-04-22
-39.5,143.75,13.88,2006-04-22
-39.5,144.375,14.04,2006-04-22
-39.5,145,14.1,2006-04-22
-39.5,145.625,14.36,2006-04-22
-39,143.125,14.22,2006-04-22
-39,143.75,13.62,2006-04-22
-39,144.375,14.33,2006-04-22
-39,145,14.52,2006-04-22
-39,145.625,14.41,2006-04-22
-38.5,143.125,12.1,2006-04-22
-38.5,143.75,11.87,2006-04-22
-38.5,144.375,13.73,2006-04-22
-38.5,145,14.16,2006-04-22
-38.5,145.625,12.83,2006-04-22
-38,143.125,10.66,2006-04-22
-38,143.75,10.81,2006-04-22
-38,144.375,11.9,2006-04-22
-38,145,12.64,2006-04-22
-38,145.625,10.7,2006-04-22
-40,143.125,12.84,2006-04-23
-40,143.75,12.74,2006-04-23
-40,144.375,12.85,2006-04-23
-40,145,12.9,2006-04-23
-40,145.625,13.18,2006-04-23
-39.5,143.125,13.11,2006-04-23
-39.5,143.75,13.09,2006-04-23
-39.5,144.375,13.39,2006-04-23
-39.5,145,13.47,2006-04-23
-39.5,145.625,13.66,2006-04-23
-39,143.125,13.35,2006-04-23
-39,143.75,12.97,2006-04-23
-39,144.375,13.75,2006-04-23
-39,145,14.01,2006-04-23
-39,145.625,13.94,2006-04-23
-38.5,143.125,11.03,2006-04-23
-38.5,143.75,11.43,2006-04-23
-38.5,144.375,13.33,2006-04-23
-38.5,145,13.89,2006-04-23
-38.5,145.625,12.56,2006-04-23
-38,143.125,9.83,2006-04-23
-38,143.75,9.78,2006-04-23
-38,144.375,11.48,2006-04-23
-38,145,12.28,2006-04-23
-38,145.625,10.27,2006-04-23
-40,143.125,13.47,2006-04-24
-40,143.75,13.28,2006-04-24
-40,144.375,13.43,2006-04-24
-40,145,13.41,2006-04-24
-40,145.625,13.84,2006-04-24
-39.5,143.125,13.61,2006-04-24
-39.5,143.75,13.49,2006-04-24
-39.5,144.375,13.63,2006-04-24
-39.5,145,13.51,2006-04-24
-39.5,145.625,13.8,2006-04-24
-39,143.125,13.71,2006-04-24
-39,143.75,13.27,2006-04-24
-39,144.375,13.88,2006-04-24
-39,145,13.88,2006-04-24
-39,145.625,13.53,2006-04-24
-38.5,143.125,10.78,2006-04-24
-38.5,143.75,11.7,2006-04-24
-38.5,144.375,13.36,2006-04-24
-38.5,145,13.31,2006-04-24
-38.5,145.625,11.48,2006-04-24
-38,143.125,9.91,2006-04-24
-38,143.75,10.24,2006-04-24
-38,144.375,11.32,2006-04-24
-38,145,10.91,2006-04-24
-38,145.625,9.45,2006-04-24
-40,143.125,14.63,2006-04-25
-40,143.75,14.51,2006-04-25
-40,144.375,14.56,2006-04-25
-40,145,14.53,2006-04-25
-40,145.625,14.93,2006-04-25
-39.5,143.125,14.91,2006-04-25
-39.5,143.75,14.65,2006-04-25
-39.5,144.375,14.8,2006-04-25
-39.5,145,14.85,2006-04-25
-39.5,145.625,15.12,2006-04-25
-39,143.125,14.75,2006-04-25
-39,143.75,14.24,2006-04-25
-39,144.375,14.88,2006-04-25
-39,145,15.09,2006-04-25
-39,145.625,14.96,2006-04-25
-38.5,143.125,11.94,2006-04-25
-38.5,143.75,12.36,2006-04-25
-38.5,144.375,13.78,2006-04-25
-38.5,145,14.01,2006-04-25
-38.5,145.625,13.31,2006-04-25
-38,143.125,11.05,2006-04-25
-38,143.75,11.33,2006-04-25
-38,144.375,12.56,2006-04-25
-38,145,12.41,2006-04-25
-38,145.625,12.09,2006-04-25
-40,143.125,15.17,2006-04-26
-40,143.75,14.88,2006-04-26
-40,144.375,14.8,2006-04-26
-40,145,14.69,2006-04-26
-40,145.625,15.1,2006-04-26
-39.5,143.125,15.45,2006-04-26
-39.5,143.75,15.1,2006-04-26
-39.5,144.375,15.07,2006-04-26
-39.5,145,15.05,2006-04-26
-39.5,145.625,15.33,2006-04-26
-39,143.125,15.57,2006-04-26
-39,143.75,15.15,2006-04-26
-39,144.375,15.37,2006-04-26
-39,145,15.54,2006-04-26
-39,145.625,15.38,2006-04-26
-38.5,143.125,14.05,2006-04-26
-38.5,143.75,14.04,2006-04-26
-38.5,144.375,14.82,2006-04-26
-38.5,145,14.96,2006-04-26
-38.5,145.625,14.26,2006-04-26
-38,143.125,12.88,2006-04-26
-38,143.75,12.8,2006-04-26
-38,144.375,13.89,2006-04-26
-38,145,13.52,2006-04-26
-38,145.625,13.19,2006-04-26
-40,143.125,15.01,2006-04-27
-40,143.75,14.71,2006-04-27
-40,144.375,14.62,2006-04-27
-40,145,14.58,2006-04-27
-40,145.625,14.97,2006-04-27
-39.5,143.125,15.37,2006-04-27
-39.5,143.75,15.01,2006-04-27
-39.5,144.375,14.96,2006-04-27
-39.5,145,14.92,2006-04-27
-39.5,145.625,15.2,2006-04-27
-39,143.125,15.58,2006-04-27
-39,143.75,15.11,2006-04-27
-39,144.375,15.3,2006-04-27
-39,145,15.38,2006-04-27
-39,145.625,15.16,2006-04-27
-38.5,143.125,14.75,2006-04-27
-38.5,143.75,14.29,2006-04-27
-38.5,144.375,14.87,2006-04-27
-38.5,145,14.88,2006-04-27
-38.5,145.625,14.15,2006-04-27
-38,143.125,14.03,2006-04-27
-38,143.75,13.71,2006-04-27
-38,144.375,14.37,2006-04-27
-38,145,13.81,2006-04-27
-38,145.625,13.21,2006-04-27
-40,143.125,15.59,2006-04-28
-40,143.75,15.31,2006-04-28
-40,144.375,15.2,2006-04-28
-40,145,15.18,2006-04-28
-40,145.625,15.84,2006-04-28
-39.5,143.125,16.03,2006-04-28
-39.5,143.75,15.67,2006-04-28
-39.5,144.375,15.61,2006-04-28
-39.5,145,15.57,2006-04-28
-39.5,145.625,15.96,2006-04-28
-39,143.125,15.98,2006-04-28
-39,143.75,15.7,2006-04-28
-39,144.375,16.14,2006-04-28
-39,145,16.32,2006-04-28
-39,145.625,15.94,2006-04-28
-38.5,143.125,14.71,2006-04-28
-38.5,143.75,15.02,2006-04-28
-38.5,144.375,16.22,2006-04-28
-38.5,145,16.32,2006-04-28
-38.5,145.625,15.25,2006-04-28
-38,143.125,13.49,2006-04-28
-38,143.75,14.02,2006-04-28
-38,144.375,15.27,2006-04-28
-38,145,15.38,2006-04-28
-38,145.625,14.27,2006-04-28
-40,143.125,15.21,2006-04-29
-40,143.75,15.27,2006-04-29
-40,144.375,15.01,2006-04-29
-40,145,14.97,2006-04-29
-40,145.625,15.59,2006-04-29
-39.5,143.125,15.54,2006-04-29
-39.5,143.75,15.34,2006-04-29
-39.5,144.375,15.2,2006-04-29
-39.5,145,15.25,2006-04-29
-39.5,145.625,15.75,2006-04-29
-39,143.125,15.45,2006-04-29
-39,143.75,15.07,2006-04-29
-39,144.375,15.51,2006-04-29
-39,145,15.68,2006-04-29
-39,145.625,15.7,2006-04-29
