LAT,LON,T2M,DATE
-38,145,12.46,2006-10-02
-38,145.625,11.45,2006-10-02
-40,143.125,12.62,2006-10-03
-40,143.75,12.53,2006-10-03
-40,144.375,12.46,2006-10-03
-40,145,12.39,2006-10-03
-40,145.625,12.31,2006-10-03
-39.5,143.125,13.12,2006-10-03
-39.5,143.75,12.83,2006-10-03
-39.5,144.375,12.58,2006-10-03
-39.5,145,12.41,2006-10-03
-39.5,145.625,12.33,2006-10-03
-39,143.125,13.67,2006-10-03
-39,143.75,13.01,2006-10-03
-39,144.375,12.5,2006-10-03
-39,145,12.31,2006-10-03
-39,145.625,12.3,2006-10-03
-38.5,143.125,14.68,2006-10-03
-38.5,143.75,12.85,2006-10-03
-38.5,144.375,12.24,2006-10-03
-38.5,145,12.23,2006-10-03
-38.5,145.625,12.46,2006-10-03
-38,143.125,14.3,2006-10-03
-38,143.75,13.75,2006-10-03
-38,144.375,13.14,2006-10-03
-38,145,12.67,2006-10-03
-38,145.625,13.49,2006-10-03
-40,143.125,14.24,2006-10-04
-40,143.75,14.42,2006-10-04
-40,144.375,14.04,2006-10-04
-40,145,13.79,2006-10-04
-40,145.625,13.52,2006-10-04
-39.5,143.125,15.1,2006-10-04
-39.5,143.75,15.32,2006-10-04
-39.5,144.375,15.06,2006-10-04
-39.5,145,14.88,2006-10-04
-39.5,145.625,14.59,2006-10-04
-39,143.125,16.03,2006-10-04
-39,143.75,16.48,2006-10-04
-39,144.375,15.84,2006-10-04
-39,145,15.76,2006-10-04
-39,145.625,16.47,2006-10-04
-38.5,143.125,18.53,2006-10-04
-38.5,143.75,17.93,2006-10-04
-38.5,144.375,16.91,2006-10-04
-38.5,145,17.15,2006-10-04
-38.5,145.625,18.73,2006-10-04
-38,143.125,18.48,2006-10-04
-38,143.75,18.62,2006-10-04
-38,144.375,19.31,2006-10-04
-38,145,19.2,2006-10-04
-38,145.625,19.92,2006-10-04
-40,143.125,11.65,2006-10-05
-40,143.75,11.48,2006-10-05
-40,144.375,11.63,2006-10-05
-40,145,11.81,2006-10-05
-40,145.625,11.87,2006-10-05
-39.5,143.125,11.96,2006-10-05
-39.5,143.75,11.85,2006-10-05
-39.5,144.375,11.97,2006-10-05
-39.5,145,12.02,2006-10-05
-39.5,145.625,12.09,2006-10-05
-39,143.125,12.18,2006-10-05
-39,143.75,11.73,2006-10-05
-39,144.375,12.18,2006-10-05
-39,145,12.26,2006-10-05
-39,145.625,12.31,2006-10-05
-38.5,143.125,10.61,2006-10-05
-38.5,143.75,10.45,2006-10-05
-38.5,144.375,11.67,2006-10-05
-38.5,145,12.33,2006-10-05
-38.5,145.625,11.95,2006-10-05
-38,143.125,8.91,2006-10-05
-38,143.75,9.05,2006-10-05
-38,144.375,10.58,2006-10-05
-38,145,11.59,2006-10-05
-38,145.625,10.71,2006-10-05
-40,143.125,12.49,2006-10-06
-40,143.75,12.59,2006-10-06
-40,144.375,12.75,2006-10-06
-40,145,12.76,2006-10-06
-40,145.625,12.75,2006-10-06
-39.5,143.125,12.87,2006-10-06
-39.5,143.75,12.93,2006-10-06
-39.5,144.375,12.94,2006-10-06
-39.5,145,12.86,2006-10-06
-39.5,145.625,12.86,2006-10-06
-39,143.125,12.97,2006-10-06
-39,143.75,12.98,2006-10-06
-39,144.375,13.18,2006-10-06
-39,145,13.06,2006-10-06
-39,145.625,13.1,2006-10-06
-38.5,143.125,12.62,2006-10-06
-38.5,143.75,12.83,2006-10-06
-38.5,144.375,13.24,2006-10-06
-38.5,145,13.54,2006-10-06
-38.5,145.625,12.99,2006-10-06
-38,143.125,12.07,2006-10-06
-38,143.75,12.3,2006-10-06
-38,144.375,13.44,2006-10-06
-38,145,13.8,2006-10-06
-38,145.625,12.39,2006-10-06
-40,143.125,11.66,2006-10-07
-40,143.75,12,2006-10-07
-40,144.375,12.38,2006-10-07
-40,145,12.3,2006-10-07
-40,145.625,12.37,2006-10-07
-39.5,143.125,12.28,2006-10-07
-39.5,143.75,12.65,2006-10-07
-39.5,144.375,12.7,2006-10-07
-39.5,145,12.61,2006-10-07
-39.5,145.625,12.85,2006-10-07
-39,143.125,13.06,2006-10-07
-39,143.75,13.38,2006-10-07
-39,144.375,13.39,2006-10-07
-39,145,13.45,2006-10-07
-39,145.625,13.93,2006-10-07
-38.5,143.125,14.5,2006-10-07
-38.5,143.75,14.48,2006-10-07
-38.5,144.375,14.51,2006-10-07
-38.5,145,14.91,2006-10-07
-38.5,145.625,15.82,2006-10-07
-38,143.125,14.73,2006-10-07
-38,143.75,14.92,2006-10-07
-38,144.375,15.97,2006-10-07
-38,145,16.15,2006-10-07
-38,145.625,16.32,2006-10-07
-40,143.125,10.87,2006-10-08
-40,143.75,10.72,2006-10-08
-40,144.375,10.91,2006-10-08
-40,145,11.09,2006-10-08
-40,145.625,11.23,2006-10-08
-39.5,143.125,11.11,2006-10-08
-39.5,143.75,11.07,2006-10-08
-39.5,144.375,11.25,2006-10-08
-39.5,145,11.32,2006-10-08
-39.5,145.625,11.44,2006-10-08
-39,143.125,11.25,2006-10-08
-39,143.75,10.85,2006-10-08
-39,144.375,11.4,2006-10-08
-39,145,11.5,2006-10-08
-39,145.625,11.54,2006-10-08
-38.5,143.125,9.75,2006-10-08
-38.5,143.75,9.36,2006-10-08
-38.5,144.375,10.69,2006-10-08
-38.5,145,11.29,2006-10-08
-38.5,145.625,10.61,2006-10-08
-38,143.125,8.13,2006-10-08
-38,143.75,7.83,2006-10-08
-38,144.375,9.17,2006-10-08
-38,145,10.01,2006-10-08
-38,145.625,8.28,2006-10-08
-40,143.125,11.16,2006-10-09
-40,143.75,11.06,2006-10-09
-40,144.375,11.2,2006-10-09
-40,145,11.37,2006-10-09
-40,145.625,11.52,2006-10-09
-39.5,143.125,11.19,2006-10-09
-39.5,143.75,11.21,2006-10-09
-39.5,144.375,11.42,2006-10-09
-39.5,145,11.6,2006-10-09
-39.5,145.625,11.74,2006-10-09
-39,143.125,11.02,2006-10-09
-39,143.75,10.89,2006-10-09
-39,144.375,11.4,2006-10-09
-39,145,11.61,2006-10-09
-39,145.625,11.77,2006-10-09
-38.5,143.125,10.08,2006-10-09
-38.5,143.75,10.26,2006-10-09
-38.5,144.375,11.13,2006-10-09
-38.5,145,11.42,2006-10-09
-38.5,145.625,10.88,2006-10-09
-38,143.125,9.37,2006-10-09
-38,143.75,9.61,2006-10-09
-38,144.375,10.69,2006-10-09
-38,145,11.09,2006-10-09
-38,145.625,9.69,2006-10-09
-40,143.125,13,2006-10-10
-40,143.75,13.14,2006-10-10
-40,144.375,13.16,2006-10-10
-40,145,12.82,2006-10-10
-40,145.625,12.87,2006-10-10
-39.5,143.125,13.54,2006-10-10
-39.5,143.75,13.71,2006-10-10
-39.5,144.375,13.43,2006-10-10
-39.5,145,13.24,2006-10-10
-39.5,145.625,13.42,2006-10-10
-39,143.125,14.39,2006-10-10
-39,143.75,14.65,2006-10-10
-39,144.375,14.03,2006-10-10
-39,145,13.98,2006-10-10
-39,145.625,14.18,2006-10-10
-38.5,143.125,15.46,2006-10-10
-38.5,143.75,15.08,2006-10-10
-38.5,144.375,14.88,2006-10-10
-38.5,145,15.17,2006-10-10
-38.5,145.625,15.22,2006-10-10
-38,143.125,14.59,2006-10-10
-38,143.75,14.99,2006-10-10
-38,144.375,15.9,2006-10-10
-38,145,15.8,2006-10-10
-38,145.625,16.18,2006-10-10
-40,143.125,16.2,2006-10-11
-40,143.75,16.86,2006-10-11
-40,144.375,16.49,2006-10-11
-40,145,16.08,2006-10-11
-40,145.625,16.64,2006-10-11
-39.5,143.125,17.09,2006-10-11
-39.5,143.75,17.55,2006-10-11
-39.5,144.375,16.97,2006-10-11
-39.5,145,16.97,2006-10-11
-39.5,145.625,17.46,2006-10-11
-39,143.125,18.01,2006-10-11
-39,143.75,18.68,2006-10-11
-39,144.375,17.46,2006-10-11
-39,145,17.7,2006-10-11
-39,145.625,18.63,2006-10-11
-38.5,143.125,20.45,2006-10-11
-38.5,143.75,19.64,2006-10-11
-38.5,144.375,18.31,2006-10-11
-38.5,145,18.62,2006-10-11
-38.5,145.625,21.58,2006-10-11
-38,143.125,19.15,2006-10-11
-38,143.75,19.76,2006-10-11
-38,144.375,20.25,2006-10-11
-38,145,20.08,2006-10-11
-38,145.625,23.06,2006-10-11
-40,143.125,13.6,2006-10-12
-40,143.75,14.3,2006-10-12
-40,144.375,14.54,2006-10-12
-40,145,14.47,2006-10-12
-40,145.625,14.92,2006-10-12
-39.5,143.125,14.36,2006-10-12
-39.5,143.75,14.99,2006-10-12
-39.5,144.375,15.19,2006-10-12
-39.5,145,15.33,2006-10-12
-39.5,145.625,15.8,2006-10-12
-39,143.125,15.36,2006-10-12
-39,143.75,16.34,2006-10-12
-39,144.375,16.19,2006-10-12
-39,145,16.48,2006-10-12
-39,145.625,17.44,2006-10-12
-38.5,143.125,18.8,2006-10-12
-38.5,143.75,18.96,2006-10-12
-38.5,144.375,18.04,2006-10-12
-38.5,145,18.34,2006-10-12
-38.5,145.625,21.24,2006-10-12
-38,143.125,19.68,2006-10-12
-38,143.75,20.1,2006-10-12
-38,144.375,20.7,2006-10-12
-38,145,20.68,2006-10-12
-38,145.625,23.97,2006-10-12
-40,143.125,12.64,2006-10-13
-40,143.75,12.71,2006-10-13
-40,144.375,12.76,2006-10-13
-40,145,12.66,2006-10-13
-40,145.625,12.6,2006-10-13
-39.5,143.125,12.89,2006-10-13
-39.5,143.75,12.81,2006-10-13
-39.5,144.375,12.74,2006-10-13
-39.5,145,12.59,2006-10-13
-39.5,145.625,12.56,2006-10-13
-39,143.125,12.97,2006-10-13
-39,143.75,12.97,2006-10-13
-39,144.375,12.94,2006-10-13
-39,145,12.66,2006-10-13
-39,145.625,12.72,2006-10-13
-38.5,143.125,13.46,2006-10-13
-38.5,143.75,14.45,2006-10-13
-38.5,144.375,13.79,2006-10-13
-38.5,145,13.48,2006-10-13
-38.5,145.625,14.47,2006-10-13
-38,143.125,15.11,2006-10-13
-38,143.75,15.9,2006-10-13
-38,144.375,16.28,2006-10-13
-38,145,16.1,2006-10-13
-38,145.625,18.02,2006-10-13
-40,143.125,11.75,2006-10-14
-40,143.75,11.81,2006-10-14
-40,144.375,11.99,2006-10-14
-40,145,12.21,2006-10-14
-40,145.625,12.37,2006-10-14
-39.5,143.125,12.19,2006-10-14
-39.5,143.75,12.31,2006-10-14
-39.5,144.375,12.5,2006-10-14
-39.5,145,12.6,2006-10-14
-39.5,145.625,12.71,2006-10-14
-39,143.125,12.55,2006-10-14
-39,143.75,12.4,2006-10-14
-39,144.375,12.88,2006-10-14
-39,145,13.03,2006-10-14
-39,145.625,13.15,2006-10-14
-38.5,143.125,12.06,2006-10-14
-38.5,143.75,11.89,2006-10-14
-38.5,144.375,12.84,2006-10-14
-38.5,145,13.42,2006-10-14
-38.5,145.625,13.37,2006-10-14
-38,143.125,11.76,2006-10-14
-38,143.75,11.62,2006-10-14
-38,144.375,12.81,2006-10-14
-38,145,13.45,2006-10-14
-38,145.625,12.86,2006-10-14
-40,143.125,10.58,2006-10-15
-40,143.75,10.44,2006-10-15
-40,144.375,10.72,2006-10-15
-40,145,11.11,2006-10-15
-40,145.625,11.67,2006-10-15
-39.5,143.125,10.99,2006-10-15
-39.5,143.75,10.94,2006-10-15
-39.5,144.375,11.2,2006-10-15
-39.5,145,11.3,2006-10-15
-39.5,145.625,11.62,2006-10-15
-39,143.125,11.24,2006-10-15
-39,143.75,10.83,2006-10-15
-39,144.375,11.49,2006-10-15
-39,145,11.44,2006-10-15
-39,145.625,11.35,2006-10-15
-38.5,143.125,9.46,2006-10-15
-38.5,143.75,10.23,2006-10-15
-38.5,144.375,11.32,2006-10-15
-38.5,145,11.29,2006-10-15
-38.5,145.625,9.85,2006-10-15
-38,143.125,9.12,2006-10-15
-38,143.75,9.78,2006-10-15
-38,144.375,10.91,2006-10-15
-38,145,10.61,2006-10-15
-38,145.625,8.84,2006-10-15
-40,143.125,12.22,2006-10-16
-40,143.75,12.41,2006-10-16
-40,144.375,12.57,2006-10-16
-40,145,12.87,2006-10-16
-40,145.625,13.01,2006-10-16
-39.5,143.125,12.55,2006-10-16
-39.5,143.75,12.66,2006-10-16
-39.5,144.375,12.74,2006-10-16
-39.5,145,12.9,2006-10-16
-39.5,145.625,13.09,2006-10-16
-39,143.125,12.83,2006-10-16
-39,143.75,12.79,2006-10-16
-39,144.375,12.69,2006-10-16
-39,145,12.92,2006-10-16
-39,145.625,13.26,2006-10-16
-38.5,143.125,13.59,2006-10-16
-38.5,143.75,13.07,2006-10-16
-38.5,144.375,12.75,2006-10-16
-38.5,145,13.18,2006-10-16
-38.5,145.625,13.61,2006-10-16
-38,143.125,13.82,2006-10-16
-38,143.75,13.43,2006-10-16
-38,144.375,13.72,2006-10-16
-38,145,14.01,2006-10-16
-38,145.625,14.56,2006-10-16
-40,143.125,14.01,2006-10-17
-40,143.75,14.68,2006-10-17
-40,144.375,14.66,2006-10-17
-40,145,14.57,2006-10-17
-40,145.625,14.33,2006-10-17
-39.5,143.125,14.64,2006-10-17
-39.5,143.75,15.28,2006-10-17
-39.5,144.375,15.25,2006-10-17
-39.5,145,15.11,2006-10-17
-39.5,145.625,14.96,2006-10-17
-39,143.125,15.75,2006-10-17
-39,143.75,16.16,2006-10-17
-39,144.375,15.96,2006-10-17
-39,145,15.97,2006-10-17
-39,145.625,16.46,2006-10-17
-38.5,143.125,17.89,2006-10-17
-38.5,143.75,17.74,2006-10-17
-38.5,144.375,17.13,2006-10-17
-38.5,145,17.33,2006-10-17
-38.5,145.625,19.04,2006-10-17
-38,143.125,18.13,2006-10-17
-38,143.75,18.46,2006-10-17
-38,144.375,19,2006-10-17
-38,145,19.28,2006-10-17
-38,145.625,20.15,2006-10-17
-40,143.125,12.96,2006-10-18
-40,143.75,13.1,2006-10-18
-40,144.375,13.21,2006-10-18
-40,145,13.24,2006-10-18
-40,145.625,13.27,2006-10-18
-39.5,143.125,13.28,2006-10-18
-39.5,143.75,13.48,2006-10-18
-39.5,144.375,13.53,2006-10-18
-39.5,145,13.47,2006-10-18
-39.5,145.625,13.5,2006-10-18
-39,143.125,13.74,2006-10-18
-39,143.75,13.81,2006-10-18
-39,144.375,14.11,2006-10-18
-39,145,14.02,2006-10-18
-39,145.625,14.15,2006-10-18
-38.5,143.125,14.21,2006-10-18
-38.5,143.75,14.48,2006-10-18
-38.5,144.375,14.8,2006-10-18
-38.5,145,14.98,2006-10-18
-38.5,145.625,15.38,2006-10-18
-38,143.125,14.49,2006-10-18
-38,143.75,14.73,2006-10-18
-38,144.375,15.51,2006-10-18
-38,145,15.76,2006-10-18
-38,145.625,16.02,2006-10-18
-40,143.125,11.88,2006-10-19
-40,143.75,11.96,2006-10-19
-40,144.375,12.06,2006-10-19
-40,145,12.04,2006-10-19
-40,145.625,12.01,2006-10-19
-39.5,143.125,12.17,2006-10-19
-39.5,143.75,12.25,2006-10-19
-39.5,144.375,12.23,2006-10-19
-39.5,145,12.07,2006-10-19
-39.5,145.625,11.95,2006-10-19
-39,143.125,12.47,2006-10-19
-39,143.75,12.4,2006-10-19
-39,144.375,12.42,2006-10-19
-39,145,12.11,2006-10-19
-39,145.625,12.08,2006-10-19
-38.5,143.125,12.79,2006-10-19
-38.5,143.75,13.45,2006-10-19
-38.5,144.375,12.93,2006-10-19
-38.5,145,12.76,2006-10-19
-38.5,145.625,12.91,2006-10-19
-38,143.125,14.03,2006-10-19
-38,143.75,14.31,2006-10-19
-38,144.375,14.42,2006-10-19
-38,145,14.32,2006-10-19
-38,145.625,14.72,2006-10-19
-40,143.125,10.24,2006-10-20
-40,143.75,10.12,2006-10-20
-40,144.375,10.21,2006-10-20
-40,145,10.37,2006-10-20
-40,145.625,10.38,2006-10-20
-39.5,143.125,10.52,2006-10-20
-39.5,143.75,10.5,2006-10-20
-39.5,144.375,10.64,2006-10-20
-39.5,145,10.72,2006-10-20
-39.5,145.625,10.76,2006-10-20
-39,143.125,10.82,2006-10-20
-39,143.75,10.31,2006-10-20
-39,144.375,10.92,2006-10-20
-39,145,11.09,2006-10-20
-39,145.625,11.05,2006-10-20
-38.5,143.125,9.09,2006-10-20
-38.5,143.75,9.17,2006-10-20
-38.5,144.375,10.72,2006-10-20
-38.5,145,11.12,2006-10-20
-38.5,145.625,10.24,2006-10-20
-38,143.125,7.89,2006-10-20
-38,143.75,8.22,2006-10-20
-38,144.375,9.97,2006-10-20
-38,145,10.51,2006-10-20
-38,145.625,8.37,2006-10-20
-40,143.125,10.75,2006-10-21
-40,143.75,10.71,2006-10-21
-40,144.375,10.91,2006-10-21
-40,145,11.14,2006-10-21
-40,145.625,11.21,2006-10-21
-39.5,143.125,10.78,2006-10-21
-39.5,143.75,10.96,2006-10-21
-39.5,144.375,11.19,2006-10-21
-39.5,145,11.28,2006-10-21
-39.5,145.625,11.28,2006-10-21
-39,143.125,10.91,2006-10-21
-39,143.75,10.65,2006-10-21
-39,144.375,11.29,2006-10-21
-39,145,11.37,2006-10-21
-39,145.625,11.14,2006-10-21
-38.5,143.125,9.47,2006-10-21
-38.5,143.75,9.89,2006-10-21
-38.5,144.375,11.15,2006-10-21
-38.5,145,11.26,2006-10-21
-38.5,145.625,10.11,2006-10-21
-38,143.125,8.61,2006-10-21
-38,143.75,9.05,2006-10-21
-38,144.375,10.12,2006-10-21
-38,145,10.37,2006-10-21
-38,145.625,8.27,2006-10-21
-40,143.125,11.11,2006-10-22
-40,143.75,11.19,2006-10-22
-40,144.375,11.36,2006-10-22
-40,145,11.48,2006-10-22
-40,145.625,11.58,2006-10-22
-39.5,143.125,11.19,2006-10-22
-39.5,143.75,11.36,2006-10-22
-39.5,144.375,11.53,2006-10-22
-39.5,145,11.53,2006-10-22
-39.5,145.625,11.6,2006-10-22
-39,143.125,11.42,2006-10-22
-39,143.75,11.35,2006-10-22
-39,144.375,11.59,2006-10-22
-39,145,11.55,2006-10-22
-39,145.625,11.48,2006-10-22
-38.5,143.125,11.28,2006-10-22
-38.5,143.75,11.59,2006-10-22
-38.5,144.375,11.69,2006-10-22
-38.5,145,11.6,2006-10-22
-38.5,145.625,10.85,2006-10-22
-38,143.125,11.9,2006-10-22
-38,143.75,11.49,2006-10-22
-38,144.375,11.52,2006-10-22
-38,145,11.6,2006-10-22
-38,145.625,10.71,2006-10-22
-40,143.125,12.86,2006-10-23
-40,143.75,12.83,2006-10-23
-40,144.375,12.62,2006-10-23
-40,145,12.64,2006-10-23
-40,145.625,12.75,2006-10-23
-39.5,143.125,13.33,2006-10-23
-39.5,143.75,13.21,2006-10-23
-39.5,144.375,12.9,2006-10-23
-39.5,145,12.77,2006-10-23
-39.5,145.625,12.79,2006-10-23
-39,143.125,14.46,2006-10-23
-39,143.75,13.91,2006-10-23
-39,144.375,13.13,2006-10-23
-39,145,12.92,2006-10-23
-39,145.625,13.12,2006-10-23
-38.5,143.125,16.71,2006-10-23
-38.5,143.75,14.99,2006-10-23
-38.5,144.375,13.93,2006-10-23
-38.5,145,13.81,2006-10-23
-38.5,145.625,14.44,2006-10-23
-38,143.125,16.23,2006-10-23
-38,143.75,15.76,2006-10-23
-38,144.375,14.98,2006-10-23
-38,145,14.85,2006-10-23
-38,145.625,15.94,2006-10-23
-40,143.125,13.11,2006-10-24
-40,143.75,13.97,2006-10-24
-40,144.375,13.9,2006-10-24
-40,145,13.57,2006-10-24
-40,145.625,13.59,2006-10-24
-39.5,143.125,14.07,2006-10-24
-39.5,143.75,15,2006-10-24
-39.5,144.375,15.07,2006-10-24
-39.5,145,14.54,2006-10-24
-39.5,145.625,14.44,2006-10-24
-39,143.125,15.15,2006-10-24
-39,143.75,16.28,2006-10-24
-39,144.375,16.18,2006-10-24
-39,145,15.95,2006-10-24
-39,145.625,16.58,2006-10-24
-38.5,143.125,18,2006-10-24
-38.5,143.75,18.32,2006-10-24
-38.5,144.375,18.12,2006-10-24
-38.5,145,19.01,2006-10-24
-38.5,145.625,19.42,2006-10-24
-38,143.125,18.77,2006-10-24
-38,143.75,19.21,2006-10-24
-38,144.375,20.06,2006-10-24
-38,145,20.26,2006-10-24
-38,145.625,20.42,2006-10-24
-40,143.125,10.78,2006-10-25
-40,143.75,10.74,2006-10-25
-40,144.375,10.86,2006-10-25
-40,145,11.21,2006-10-25
-40,145.625,11.74,2006-10-25
-39.5,143.125,11.06,2006-10-25
-39.5,143.75,11.17,2006-10-25
-39.5,144.375,11.33,2006-10-25
-39.5,145,11.44,2006-10-25
-39.5,145.625,11.76,2006-10-25
-39,143.125,11.29,2006-10-25
-39,143.75,11.2,2006-10-25
-39,144.375,11.66,2006-10-25
-39,145,11.78,2006-10-25
-39,145.625,11.85,2006-10-25
-38.5,143.125,10.52,2006-10-25
-38.5,143.75,10.94,2006-10-25
-38.5,144.375,11.75,2006-10-25
-38.5,145,11.96,2006-10-25
-38.5,145.625,11.3,2006-10-25
-38,143.125,10.16,2006-10-25
-38,143.75,10.58,2006-10-25
-38,144.375,11.6,2006-10-25
-38,145,12.12,2006-10-25
-38,145.625,10.47,2006-10-25
-40,143.125,10.77,2006-10-26
-40,143.75,10.77,2006-10-26
-40,144.375,10.88,2006-10-26
-40,145,10.93,2006-10-26
-40,145.625,10.97,2006-10-26
-39.5,143.125,10.94,2006-10-26
-39.5,143.75,11.03,2006-10-26
-39.5,144.375,11.05,2006-10-26
-39.5,145,10.97,2006-10-26
-39.5,145.625,10.94,2006-10-26
-39,143.125,11.08,2006-10-26
-39,143.75,10.92,2006-10-26
-39,144.375,11.04,2006-10-26
-39,145,10.91,2006-10-26
-39,145.625,10.86,2006-10-26
-38.5,143.125,10.73,2006-10-26
-38.5,143.75,11.23,2006-10-26
-38.5,144.375,11.2,2006-10-26
-38.5,145,11.01,2006-10-26
-38.5,145.625,10.95,2006-10-26
-38,143.125,11.25,2006-10-26
-38,143.75,11.75,2006-10-26
-38,144.375,11.56,2006-10-26
-38,145,11.62,2006-10-26
-38,145.625,11.08,2006-10-26
-40,143.125,9.87,2006-10-27
-40,143.75,9.83,2006-10-27
-40,144.375,9.92,2006-10-27
-40,145,10.08,2006-10-27
-40,145.625,9.99,2006-10-27
-39.5,143.125,10.3,2006-10-27
-39.5,143.75,10.27,2006-10-27
-39.5,144.375,10.39,2006-10-27
-39.5,145,10.49,2006-10-27
-39.5,145.625,10.5,2006-10-27
-39,143.125,10.8,2006-10-27
-39,143.75,10.32,2006-10-27
-39,144.375,10.83,2006-10-27
-39,145,10.86,2006-10-27
-39,145.625,10.8,2006-10-27
-38.5,143.125,9.31,2006-10-27
-38.5,143.75,9.27,2006-10-27
-38.5,144.375,10.75,2006-10-27
-38.5,145,11.16,2006-10-27
-38.5,145.625,10.11,2006-10-27
-38,143.125,8.43,2006-10-27
-38,143.75,8.55,2006-10-27
-38,144.375,10.32,2006-10-27
-38,145,11.11,2006-10-27
-38,145.625,8.83,2006-10-27
-40,143.125,10.08,2006-10-28
-40,143.75,10.09,2006-10-28
-40,144.375,10.2,2006-10-28
-40,145,10.34,2006-10-28
-40,145.625,10.5,2006-10-28
-39.5,143.125,10.34,2006-10-28
-39.5,143.75,10.51,2006-10-28
-39.5,144.375,10.67,2006-10-28
-39.5,145,10.65,2006-10-28
-39.5,145.625,10.77,2006-10-28
-39,143.125,10.6,2006-10-28
-39,143.75,10.38,2006-10-28
-39,144.375,10.97,2006-10-28
-39,145,10.95,2006-10-28
-39,145.625,10.89,2006-10-28
-38.5,143.125,8.78,2006-10-28
-38.5,143.75,9.45,2006-10-28
-38.5,144.375,10.8,2006-10-28
-38.5,145,10.92,2006-10-28
-38.5,145.625,9.75,2006-10-28
-38,143.125,8.09,2006-10-28
-38,143.75,8.47,2006-10-28
-38,144.375,9.75,2006-10-28
-38,145,10.32,2006-10-28
-38,145.625,7.98,2006-10-28
-40,143.125,10.4,2006-10-29
-40,143.75,10.53,2006-10-29
-40,144.375,10.73,2006-10-29
-40,145,10.93,2006-10-29
-40,145.625,11.2,2006-10-29
-39.5,143.125,10.62,2006-10-29
-39.5,143.75,10.88,2006-10-29
-39.5,144.375,11,2006-10-29
-39.5,145,11.12,2006-10-29
-39.5,145.625,10.99,2006-10-29
-39,143.125,10.84,2006-10-29
-39,143.75,10.65,2006-10-29
-39,144.375,11.08,2006-10-29
-39,145,11.07,2006-10-29
-39,145.625,10.84,2006-10-29
-38.5,143.125,9.83,2006-10-29
-38.5,143.75,10.48,2006-10-29
-38.5,144.375,11.07,2006-10-29
-38.5,145,11.05,2006-10-29
-38.5,145.625,10.2,2006-10-29
-38,143.125,10.08,2006-10-29
-38,143.75,10.34,2006-10-29
-38,144.375,10.72,2006-10-29
-38,145,10.88,2006-10-29
-38,145.625,9.7,2006-10-29
-40,143.125,10.65,2006-10-30
-40,143.75,10.76,2006-10-30
-40,144.375,10.92,2006-10-30
-40,145,11.08,2006-10-30
-40,145.625,11.35,2006-10-30
-39.5,143.125,10.96,2006-10-30
-39.5,143.75,11.21,2006-10-30
-39.5,144.375,11.32,2006-10-30
-39.5,145,11.36,2006-10-30
-39.5,145.625,11.52,2006-10-30
-39,143.125,11.35,2006-10-30
-39,143.75,11.25,2006-10-30
-39,144.375,11.48,2006-10-30
-39,145,11.56,2006-10-30
-39,145.625,11.67,2006-10-30
-38.5,143.125,11.2,2006-10-30
-38.5,143.75,11.8,2006-10-30
-38.5,144.375,11.78,2006-10-30
-38.5,145,11.92,2006-10-30
-38.5,145.625,11.65,2006-10-30
-38,143.125,12.34,2006-10-30
-38,143.75,12.75,2006-10-30
-38,144.375,12.67,2006-10-30
-38,145,12.55,2006-10-30
-38,145.625,12.04,2006-10-30
-40,143.125,10.89,2006-10-31
-40,143.75,11.07,2006-10-31
-40,144.375,11.48,2006-10-31
-40,145,11.92,2006-10-31
-40,145.625,12.28,2006-10-31
-39.5,143.125,11.3,2006-10-31
-39.5,143.75,11.48,2006-10-31
-39.5,144.375,11.59,2006-10-31
-39.5,145,11.71,2006-10-31
-39.5,145.625,11.93,2006-10-31
-39,143.125,11.7,2006-10-31
-39,143.75,11.71,2006-10-31
-39,144.375,11.55,2006-10-31
-39,145,11.6,2006-10-31
-39,145.625,11.67,2006-10-31
-38.5,143.125,12.34,2006-10-31
-38.5,143.75,12.29,2006-10-31
-38.5,144.375,11.7,2006-10-31
-38.5,145,11.68,2006-10-31
-38.5,145.625,11.77,2006-10-31
-38,143.125,13.74,2006-10-31
-38,143.75,13.42,2006-10-31
-38,144.375,12.44,2006-10-31
-38,145,12.23,2006-10-31
-38,145.625,12.41,2006-10-31
-40,143.125,11.41,2006-11-01
-40,143.75,11.97,2006-11-01
-40,144.375,12.23,2006-11-01
-40,145,12.52,2006-11-01
-40,145.625,12.99,2006-11-01
-39.5,143.125,11.92,2006-11-01
-39.5,143.75,12.4,2006-11-01
-39.5,144.375,12.29,2006-11-01
-39.5,145,12.66,2006-11-01
-39.5,145.625,13.09,2006-11-01
-39,143.125,12.28,2006-11-01
-39,143.75,12.68,2006-11-01
-39,144.375,12.27,2006-11-01
-39,145,12.84,2006-11-01
-39,145.625,13.58,2006-11-01
-38.5,143.125,15.02,2006-11-01
-38.5,143.75,14.56,2006-11-01
-38.5,144.375,12.96,2006-11-01
-38.5,145,13.6,2006-11-01
-38.5,145.625,15.31,2006-11-01
-38,143.125,17.31,2006-11-01
-38,143.75,17.2,2006-11-01
-38,144.375,16.01,2006-11-01
-38,145,16.16,2006-11-01
-38,145.625,17.81,2006-11-01
-40,143.125,12.87,2006-11-02
-40,143.75,13.17,2006-11-02
-40,144.375,13.37,2006-11-02
-40,145,13.36,2006-11-02
-40,145.625,13.47,2006-11-02
-39.5,143.125,13.12,2006-11-02
-39.5,143.75,13.47,2006-11-02
-39.5,144.375,13.56,2006-11-02
