LAT,LON,WS2M,DATE
-38,145.625,0.17,2006-03-04
-40,143.125,6.14,2006-03-05
-40,143.75,6.17,2006-03-05
-40,144.375,6.11,2006-03-05
-40,145,6.21,2006-03-05
-40,145.625,6.06,2006-03-05
-39.5,143.125,5.8,2006-03-05
-39.5,143.75,6.01,2006-03-05
-39.5,144.375,6.15,2006-03-05
-39.5,145,6.03,2006-03-05
-39.5,145.625,5.47,2006-03-05
-39,143.125,4.99,2006-03-05
-39,143.75,4.78,2006-03-05
-39,144.375,6.03,2006-03-05
-39,145,5.7,2006-03-05
-39,145.625,4.38,2006-03-05
-38.5,143.125,1.11,2006-03-05
-38.5,143.75,2.64,2006-03-05
-38.5,144.375,5.15,2006-03-05
-38.5,145,4.3,2006-03-05
-38.5,145.625,1.55,2006-03-05
-38,143.125,1.89,2006-03-05
-38,143.75,2.8,2006-03-05
-38,144.375,3.79,2006-03-05
-38,145,3.56,2006-03-05
-38,145.625,0.12,2006-03-05
-40,143.125,8.4,2006-03-06
-40,143.75,8.77,2006-03-06
-40,144.375,9.22,2006-03-06
-40,145,9.81,2006-03-06
-40,145.625,10.22,2006-03-06
-39.5,143.125,7.96,2006-03-06
-39.5,143.75,8.42,2006-03-06
-39.5,144.375,8.87,2006-03-06
-39.5,145,9.22,2006-03-06
-39.5,145.625,9.59,2006-03-06
-39,143.125,6.81,2006-03-06
-39,143.75,6.54,2006-03-06
-39,144.375,8.27,2006-03-06
-39,145,8.42,2006-03-06
-39,145.625,7.45,2006-03-06
-38.5,143.125,1.61,2006-03-06
-38.5,143.75,3.66,2006-03-06
-38.5,144.375,6.91,2006-03-06
-38.5,145,6.05,2006-03-06
-38.5,145.625,2.54,2006-03-06
-38,143.125,2.38,2006-03-06
-38,143.75,3.83,2006-03-06
-38,144.375,5.38,2006-03-06
-38,145,4.83,2006-03-06
-38,145.625,0.18,2006-03-06
