DATE,SST,LON,LAT
2006-02-27,18.75142857,144.625,-39.625
2006-02-27,18.87857143,144.875,-39.625
2006-02-27,19.00142857,145.125,-39.625
2006-02-27,19.07857143,145.375,-39.625
2006-02-27,19.08142857,145.625,-39.625
2006-02-27,18.82285714,143.125,-39.375
2006-02-27,18.96142857,143.375,-39.375
2006-02-27,19.05571429,143.625,-39.375
2006-02-27,19.10857143,143.875,-39.375
2006-02-27,19.11571429,144.125,-39.375
2006-02-27,19.10571429,144.375,-39.375
2006-02-27,19.15714286,144.625,-39.375
2006-02-27,19.24142857,144.875,-39.375
2006-02-27,19.31857143,145.125,-39.375
2006-02-27,19.37142857,145.375,-39.375
2006-02-27,19.37428571,145.625,-39.375
2006-02-27,18.99714286,143.125,-39.125
2006-02-27,19.09571429,143.375,-39.125
2006-02-27,19.20142857,143.625,-39.125
2006-02-27,19.32714286,143.875,-39.125
2006-02-27,19.39428571,144.125,-39.125
2006-02-27,19.40428571,144.375,-39.125
2006-02-27,19.45142857,144.625,-39.125
2006-02-27,19.53714286,144.875,-39.125
2006-02-27,19.61,145.125,-39.125
2006-02-27,19.65285714,145.375,-39.125
2006-02-27,19.64428571,145.625,-39.125
2006-02-27,19.03142857,143.125,-38.875
2006-02-27,19.14428571,143.375,-38.875
2006-02-27,19.30857143,143.625,-38.875
2006-02-27,19.49714286,143.875,-38.875
2006-02-27,19.59857143,144.125,-38.875
2006-02-27,19.63714286,144.375,-38.875
2006-02-27,19.70714286,144.625,-38.875
2006-02-27,19.81857143,144.875,-38.875
2006-02-27,19.90142857,145.125,-38.875
2006-02-27,19.93,145.375,-38.875
2006-02-27,19.91714286,145.625,-38.875
2006-02-27,18.97714286,143.125,-38.625
2006-02-27,19.56142857,143.875,-38.625
2006-02-27,19.68714286,144.125,-38.625
2006-02-27,19.84857143,144.375,-38.625
2006-02-27,19.98714286,144.625,-38.625
2006-02-27,20.12571429,144.875,-38.625
2006-02-27,20.11571429,145.125,-38.625
2006-02-27,20.12142857,145.375,-38.625
2006-02-27,20.10142857,145.625,-38.625
2006-02-27,20.04142857,144.375,-38.375
2006-02-27,20.20714286,144.625,-38.375
2006-02-27,20.48571429,144.875,-38.375
2006-02-27,20.91,144.875,-38.125
2006-02-27,21.10142857,145.125,-38.125
2006-02-27,20.96571429,144.875,-37.875
2006-03-06,18.17428571,143.125,-39.875
2006-03-06,18.28428571,143.375,-39.875
2006-03-06,18.26285714,143.625,-39.875
2006-03-06,17.76142857,144.375,-39.875
2006-03-06,17.76142857,144.625,-39.875
2006-03-06,17.90428571,144.875,-39.875
2006-03-06,18.10714286,145.125,-39.875
2006-03-06,18.28285714,145.375,-39.875
2006-03-06,18.35714286,145.625,-39.875
2006-03-06,18.30571429,143.125,-39.625
2006-03-06,18.42714286,143.375,-39.625
2006-03-06,18.46142857,143.625,-39.625
2006-03-06,18.20571429,144.375,-39.625
2006-03-06,18.13571429,144.625,-39.625
2006-03-06,18.16428571,144.875,-39.625
2006-03-06,18.30714286,145.125,-39.625
2006-03-06,18.46,145.375,-39.625
2006-03-06,18.55428571,145.625,-39.625
2006-03-06,18.44714286,143.125,-39.375
2006-03-06,18.54857143,143.375,-39.375
2006-03-06,18.62,143.625,-39.375
2006-03-06,18.67285714,143.875,-39.375
2006-03-06,18.67857143,144.125,-39.375
2006-03-06,18.54,144.375,-39.375
2006-03-06,18.45285714,144.625,-39.375
2006-03-06,18.45285714,144.875,-39.375
2006-03-06,18.53142857,145.125,-39.375
2006-03-06,18.62428571,145.375,-39.375
2006-03-06,18.72,145.625,-39.375
2006-03-06,18.57571429,143.125,-39.125
2006-03-06,18.62428571,143.375,-39.125
2006-03-06,18.73285714,143.625,-39.125
2006-03-06,18.88428571,143.875,-39.125
2006-03-06,18.96285714,144.125,-39.125
2006-03-06,18.84857143,144.375,-39.125
2006-03-06,18.76,144.625,-39.125
2006-03-06,18.74571429,144.875,-39.125
2006-03-06,18.80142857,145.125,-39.125
2006-03-06,18.88285714,145.375,-39.125
2006-03-06,18.94285714,145.625,-39.125
2006-03-06,18.57857143,143.125,-38.875
2006-03-06,18.65142857,143.375,-38.875
2006-03-06,18.8,143.625,-38.875
2006-03-06,19.06142857,143.875,-38.875
2006-03-06,19.19857143,144.125,-38.875
2006-03-06,19.18142857,144.375,-38.875
